© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->R62_6wk_Glt1_Multiprobe - 2019-05-28 07:23 AM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	R62_6wk_Glt1_Multiprobe - 2019-05-28 07:23 AM
Date	Tue May 28 04:24:00 PDT 2019
Analysis ID	17865867

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Mouse OR Human OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->R62_6wk_Glt1_Multiprobe - 2019-05-28 07:23 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cardiac Hypertrophy Signaling	-0E00	NaN	4.18E-03	RASD1,	
Cardiac Hypertrophy Signaling (Enhanced)	-0E00	0.0	1.27E-02	PDE8A,RASD1,PDE6D,PDK1,IL17B,IL33	
Cellular Effects of Sildenafil (Viagra)	-0E00	NaN	8.47E-03	SLC4A10,	
Ceramide Signaling	-0E00	NaN	1.00E-02	RASD1,	
Chemokine Signaling	-0E00	NaN	1.35E-02	RASD1,	
Corticotropin Releasing Hormone Signaling	-0E00	NaN	7.41E-03	BDNF,	
D-myo-inositol-5-phosphate Metabolism	-0E00	NaN	1.34E-02	MTMR7,EYA4	
Dendritic Cell Maturation	-0E00	NaN	1.22E-02	STAT1,IL33	
Dopamine-DARPP32 Feedback in cAMP Signaling	-0E00	NaN	6.45E-03	GRIN3A,	
EIF2 Signaling	-0E00	NaN	9.66E-03	RASD1,CCND1	
Endocannabinoid Neuronal Synapse Pathway	-0E00	NaN	8.00E-03	GRIN3A,	
ErbB Signaling	-0E00	NaN	9.52E-03	RASD1,	
ErbB4 Signaling	-0E00	NaN	1.25E-02	RASD1,	
Erythropoietin Signaling	-0E00	NaN	1.12E-02	RASD1,	
FAK Signaling	-0E00	NaN	9.26E-03	RASD1,	
Factors Promoting Cardiogenesis in Vertebrates	-0E00	NaN	1.15E-02	BMP4,	
FcγRIIB Signaling in B Lymphocytes	-0E00	NaN	1.14E-02	RASD1,	
G Beta Gamma Signaling	-0E00	NaN	8.40E-03	RASD1,	
G-Protein Coupled Receptor Signaling	-0E00	NaN	1.12E-02	PDE8A,RASD1,PDE6D	
GDNF Family Ligand-Receptor Interactions	-0E00	NaN	1.19E-02	RASD1,	
GNRH Signaling	-0E00	NaN	1.23E-02	RASD1,MMP2	
Gap Junction Signaling	-0E00	NaN	5.00E-03	RASD1,	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	NaN	5.71E-03	RASD1,	
Glioblastoma Multiforme Signaling	-0E00	NaN	1.14E-02	RASD1,CCND1	
Glucocorticoid Receptor Signaling	-0E00	NaN	9.37E-03	RASD1,POLR2A,STAT1	
Growth Hormone Signaling	-0E00	NaN	1.22E-02	STAT1,	
Gα12/13 Signaling	-0E00	NaN	7.25E-03	RASD1,	
Gαi Signaling	-0E00	NaN	8.47E-03	RASD1,	
HIPPO signaling	-0E00	NaN	1.22E-02	DLG4,	
Hepatic Cholestasis	-0E00	NaN	1.18E-02	IL17B,IL33	
Huntington's Disease Signaling	-0E00	NaN	1.26E-02	DLG4,POLR2A,BDNF	
IGF-1 Signaling	-0E00	NaN	8.85E-03	RASD1,	
IL-12 Signaling and Production in Macrophages	-0E00	NaN	7.87E-03	STAT1,	
IL-15 Signaling	-0E00	NaN	1.18E-02	RASD1,	
IL-17A Signaling in Airway Cells	-0E00	NaN	1.35E-02	TRAF3IP2,	
IL-2 Signaling	-0E00	NaN	1.35E-02	RASD1,	
IL-4 Signaling	-0E00	NaN	1.08E-02	RASD1,	
ILK Signaling	-0E00	NaN	5.26E-03	CCND1,	
Insulin Receptor Signaling	-0E00	NaN	6.85E-03	RASD1,	
Integrin Signaling	-0E00	NaN	4.63E-03	RASD1,	
LPS-stimulated MAPK Signaling	-0E00	NaN	1.05E-02	RASD1,	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	NaN	1.02E-02	HMGCS1,IL33	
Leukocyte Extravasation Signaling	-0E00	NaN	5.13E-03	MMP2,	
Macropinocytosis Signaling	-0E00	NaN	1.11E-02	RASD1,	
Molecular Mechanisms of Cancer	-0E00	NaN	7.77E-03	RASD1,BMP4,CCND1	
Myc Mediated Apoptosis Signaling	-0E00	NaN	1.27E-02	RASD1,	
NER Pathway	-0E00	NaN	1.14E-02	POLR2A,	
NF-κB Activation by Viruses	-0E00	NaN	1.03E-02	RASD1,	
NGF Signaling	-0E00	NaN	8.13E-03	RASD1,	
NRF2-mediated Oxidative Stress Response	-0E00	NaN	5.18E-03	RASD1,	
Natural Killer Cell Signaling	-0E00	NaN	8.77E-03	RASD1,	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	NaN	1.04E-02	HTRA3,	
Opioid Signaling Pathway	-0E00	NaN	1.28E-02	RASD1,PDK1,GRIN3A	
P2Y Purigenic Receptor Signaling Pathway	-0E00	NaN	7.19E-03	RASD1,	
PI3K Signaling in B Lymphocytes	-0E00	NaN	7.41E-03	RASD1,	
PKCθ Signaling in T Lymphocytes	-0E00	NaN	6.41E-03	RASD1,	
PPARα/RXRα Activation	-0E00	NaN	5.65E-03	RASD1,	
Paxillin Signaling	-0E00	NaN	8.55E-03	RASD1,	
Phospholipase C Signaling	-0E00	NaN	8.70E-03	RASD1,PLA2G5	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	-0E00	NaN	5.35E-03	STAT1,	
Protein Kinase A Signaling	-0E00	-1.0	1.10E-02	PDE8A,DUSP3,PDE6D,PTPN5	
Protein Ubiquitination Pathway	-0E00	NaN	7.84E-03	UCHL1,USP18	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	NaN	1.15E-02	RASD1,	
Regulation of eIF4 and p70S6K Signaling	-0E00	NaN	6.41E-03	RASD1,	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	NaN	1.04E-02	RASD1,MMP2	
Relaxin Signaling	-0E00	NaN	1.31E-02	PDE8A,PDE6D	
Renal Cell Carcinoma Signaling	-0E00	NaN	1.16E-02	RASD1,	
Role of BRCA1 in DNA Damage Response	-0E00	NaN	1.25E-02	STAT1,	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00	NaN	1.30E-02	RASD1,TRAF3IP2,CCND1,IL33	
Role of NFAT in Cardiac Hypertrophy	-0E00	NaN	4.52E-03	RASD1,	
Role of NFAT in Regulation of the Immune Response	-0E00	NaN	5.49E-03	RASD1,	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00	NaN	8.81E-03	BMP4,IL33	
Role of Tissue Factor in Cancer	-0E00	NaN	7.94E-03	RASD1,	
SAPK/JNK Signaling	-0E00	NaN	9.43E-03	RASD1,	
STAT3 Pathway	-0E00	NaN	7.46E-03	RASD1,	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	NaN	5.78E-03	RASD1,	
Signaling by Rho Family GTPases	-0E00	NaN	4.08E-03	SEPT6,	
Sirtuin Signaling Pathway	-0E00	NaN	7.81E-03	ZIC2,PDK1	
Small Cell Lung Cancer Signaling	-0E00	NaN	1.16E-02	CCND1,	
Sumoylation Pathway	-0E00	NaN	1.03E-02	MYB,	
Superpathway of Inositol Phosphate Compounds	-0E00	NaN	1.33E-02	MTMR7,EYA4,KIT	
T Cell Receptor Signaling	-0E00	NaN	8.70E-03	RASD1,	
Tec Kinase Signaling	-0E00	NaN	5.95E-03	STAT1,	
Telomerase Signaling	-0E00	NaN	8.70E-03	RASD1,	
Thrombin Signaling	-0E00	NaN	4.67E-03	RASD1,	
Type I Diabetes Mellitus Signaling	-0E00	NaN	1.02E-02	STAT1,	
VEGF Signaling	-0E00	NaN	9.17E-03	RASD1,	
Virus Entry via Endocytic Pathways	-0E00	NaN	8.70E-03	RASD1,	
Wnt/β-catenin Signaling	-0E00	NaN	6.10E-03	CCND1,	
Xenobiotic Metabolism Signaling	-0E00	NaN	3.82E-03	RASD1,	
cAMP-mediated signaling	-0E00	NaN	9.62E-03	PDE8A,PDE6D	
eNOS Signaling	-0E00	NaN	6.29E-03	AQP1,	
fMLP Signaling in Neutrophils	-0E00	NaN	7.94E-03	RASD1,	
mTOR Signaling	-0E00	NaN	4.85E-03	RASD1,	
p53 Signaling	-0E00	NaN	9.26E-03	CCND1,	
p70S6K Signaling	-0E00	NaN	7.19E-03	RASD1,	
α-Adrenergic Signaling	-0E00	NaN	1.09E-02	RASD1,	
ERK5 Signaling	2.07E-01	NaN	1.41E-02	RASD1,	
SPINK1 General Cancer Pathway	2.11E-01	NaN	1.43E-02	RASD1,	
Toll-like Receptor Signaling	2.11E-01	NaN	1.43E-02	IL33,	
EGF Signaling	2.15E-01	NaN	1.45E-02	STAT1,	
Basal Cell Carcinoma Signaling	2.18E-01	NaN	1.47E-02	BMP4,	
Actin Nucleation by ARP-WASP Complex	2.22E-01	NaN	1.49E-02	RASD1,	
IL-10 Signaling	2.26E-01	NaN	1.52E-02	IL33,	
3-phosphoinositide Degradation	2.32E-01	NaN	1.38E-02	MTMR7,EYA4	
Cell Cycle: G1/S Checkpoint Regulation	2.35E-01	NaN	1.56E-02	CCND1,	
TREM1 Signaling	2.35E-01	NaN	1.56E-02	NLRC5,	
Epithelial Adherens Junction Signaling	2.37E-01	NaN	1.40E-02	DLL1,RASD1	
T Helper Cell Differentiation	2.39E-01	NaN	1.59E-02	STAT1,	
Human Embryonic Stem Cell Pluripotency	2.4E-01	NaN	1.41E-02	BMP4,BDNF	
Wnt/Ca+ pathway	2.48E-01	NaN	1.64E-02	PDE6D,	
Ephrin A Signaling	2.53E-01	NaN	1.67E-02	EPHA4,	
IL-6 Signaling	2.62E-01	NaN	1.48E-02	RASD1,IL33	
CCR3 Signaling in Eosinophils	2.71E-01	NaN	1.52E-02	RASD1,PLA2G5	
Estrogen Receptor Signaling	2.71E-01	NaN	1.52E-02	RASD1,POLR2A	
Th2 Pathway	2.71E-01	NaN	1.52E-02	DLL1,IL33	
Androgen Signaling	2.75E-01	NaN	1.53E-02	POLR2A,CCND1	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.75E-01	NaN	1.53E-02	MTMR7,EYA4	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.75E-01	NaN	1.53E-02	MTMR7,EYA4	
Cardiac β-adrenergic Signaling	2.78E-01	NaN	1.54E-02	PDE8A,PDE6D	
Endocannabinoid Developing Neuron Pathway	2.81E-01	NaN	1.55E-02	RASD1,CCND1	
Renin-Angiotensin Signaling	2.81E-01	NaN	1.55E-02	RASD1,STAT1	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	2.81E-01	NaN	1.55E-02	RASD1,BMP4	
GP6 Signaling Pathway	2.85E-01	NaN	1.56E-02	COL11A1,COL9A2	
PI3K/AKT Signaling	2.85E-01	NaN	1.56E-02	RASD1,CCND1	
Docosahexaenoic Acid (DHA) Signaling	2.88E-01	NaN	1.89E-02	SERPINF1,	
Adrenomedullin signaling pathway	2.9E-01	NaN	1.49E-02	RASD1,MMP2,IL33	
IL-8 Signaling	2.9E-01	NaN	1.49E-02	RASD1,MMP2,CCND1	
UVC-Induced MAPK Signaling	2.94E-01	NaN	1.92E-02	RASD1,	
Adipogenesis pathway	2.96E-01	NaN	1.60E-02	SIN3B,BMP4	
Fc Epsilon RI Signaling	2.96E-01	NaN	1.60E-02	RASD1,PLA2G5	
PTEN Signaling	2.99E-01	NaN	1.61E-02	RASD1,CCND1	
Synaptic Long Term Potentiation	2.99E-01	NaN	1.61E-02	RASD1,GRIN3A	
ERK/MAPK Signaling	3.01E-01	NaN	1.52E-02	RASD1,STAT1,PLA2G5	
Glioma Signaling	3.03E-01	NaN	1.63E-02	RASD1,CCND1	
Dermatan Sulfate Biosynthesis	3.06E-01	NaN	2.00E-02	DSEL,	
Superpathway of Melatonin Degradation	3.06E-01	NaN	2.00E-02	CYP51A1,	
Rac Signaling	3.07E-01	NaN	1.64E-02	RASD1,CYFIP2	
Pancreatic Adenocarcinoma Signaling	3.15E-01	NaN	1.67E-02	STAT1,CCND1	
Endothelin-1 Signaling	3.16E-01	NaN	1.56E-02	RASD1,LCAT,PLA2G5	
Assembly of RNA Polymerase II Complex	3.18E-01	NaN	2.08E-02	POLR2A,	
Nur77 Signaling in T Lymphocytes	3.18E-01	NaN	2.08E-02	SIN3B,	
3-phosphoinositide Biosynthesis	3.19E-01	NaN	1.57E-02	MTMR7,EYA4,KIT	
HGF Signaling	3.23E-01	NaN	1.69E-02	RASD1,CCND1	
Nicotine Degradation II	3.25E-01	NaN	2.13E-02	CYP51A1,	
HIF1α Signaling	3.27E-01	NaN	1.71E-02	RASD1,MMP2	
RhoA Signaling	3.31E-01	NaN	1.72E-02	SEPT6,RHPN2	
IL-9 Signaling	3.32E-01	NaN	2.17E-02	STAT1,	
Th1 Pathway	3.35E-01	NaN	1.74E-02	DLL1,STAT1	
Melatonin Degradation I	3.39E-01	NaN	2.22E-02	CYP51A1,	
Chronic Myeloid Leukemia Signaling	3.39E-01	NaN	1.75E-02	RASD1,CCND1	
Phototransduction Pathway	3.46E-01	NaN	2.27E-02	PDE6D,	
iNOS Signaling	3.46E-01	NaN	2.27E-02	STAT1,	
Neuropathic Pain Signaling In Dorsal Horn Neurons	3.48E-01	NaN	1.79E-02	BDNF,GRIN3A	
Colorectal Cancer Metastasis Signaling	3.49E-01	NaN	1.58E-02	RASD1,MMP2,STAT1,CCND1	
Stearate Biosynthesis I (Animals)	3.53E-01	NaN	2.33E-02	ACOT9,	
Axonal Guidance Signaling	3.53E-01	NaN	1.50E-02	SEMA3E,RASD1,MMP2,BMP4,KLC1,BDNF,EPHA4	
NF-κB Signaling	3.63E-01	NaN	1.69E-02	RASD1,BMP4,IL33	
Synaptic Long Term Depression	3.63E-01	NaN	1.69E-02	RASD1,LCAT,PLA2G5	
Ephrin Receptor Signaling	3.66E-01	NaN	1.69E-02	RASD1,GRIN3A,EPHA4	
B Cell Activating Factor Signaling	3.68E-01	NaN	2.44E-02	TNFRSF13C,	
Nicotine Degradation III	3.68E-01	NaN	2.44E-02	CYP51A1,	
Melanocyte Development and Pigmentation Signaling	3.75E-01	NaN	1.89E-02	RASD1,KIT	
PAK Signaling	3.75E-01	NaN	1.89E-02	DSCAM,RASD1	
MIF Regulation of Innate Immunity	3.76E-01	NaN	2.50E-02	PLA2G5,	
Role of PKR in Interferon Induction and Antiviral Response	3.76E-01	NaN	2.50E-02	STAT1,	
Antioxidant Action of Vitamin C	3.9E-01	NaN	1.94E-02	LCAT,PLA2G5	
CDK5 Signaling	3.9E-01	NaN	1.94E-02	RASD1,BDNF	
Prostate Cancer Signaling	3.9E-01	NaN	1.94E-02	RASD1,CCND1	
Dermatan Sulfate Biosynthesis (Late Stages)	3.93E-01	NaN	2.63E-02	DSEL,	
Estrogen Biosynthesis	4.02E-01	NaN	2.70E-02	CYP51A1,	
PDGF Signaling	4.06E-01	NaN	2.00E-02	RASD1,STAT1	
HMGB1 Signaling	4.09E-01	NaN	1.81E-02	RASD1,IL17B,IL33	
PPAR Signaling	4.11E-01	NaN	2.02E-02	RASD1,IL33	
Cell Cycle Regulation by BTG Family Proteins	4.21E-01	NaN	2.86E-02	CCND1,	
Coagulation System	4.21E-01	NaN	2.86E-02	SERPIND1,	
Role of Cytokines in Mediating Communication between Immune Cells	4.21E-01	NaN	2.86E-02	IL33,	
VEGF Family Ligand-Receptor Interactions	4.27E-01	NaN	2.08E-02	RASD1,PLA2G5	
Th1 and Th2 Activation Pathway	4.3E-01	NaN	1.86E-02	DLL1,STAT1,IL33	
Graft-versus-Host Disease Signaling	4.31E-01	NaN	2.94E-02	IL33,	
TR/RXR Activation	4.39E-01	NaN	2.13E-02	DIO2,RAB3B	
JAK/Stat Signaling	4.45E-01	NaN	2.15E-02	RASD1,STAT1	
Neuregulin Signaling	4.45E-01	NaN	2.15E-02	RASD1,DLG4	
Prolactin Signaling	4.51E-01	NaN	2.17E-02	RASD1,STAT1	
IL-17A Signaling in Fibroblasts	4.52E-01	NaN	3.12E-02	TRAF3IP2,	
MIF-mediated Glucocorticoid Regulation	4.52E-01	NaN	3.12E-02	PLA2G5,	
Nucleotide Excision Repair Pathway	4.52E-01	NaN	3.12E-02	POLR2A,	
IL-3 Signaling	4.57E-01	NaN	2.20E-02	RASD1,STAT1	
Role of JAK2 in Hormone-like Cytokine Signaling	4.63E-01	NaN	3.23E-02	STAT1,	
FLT3 Signaling in Hematopoietic Progenitor Cells	4.63E-01	NaN	2.22E-02	RASD1,STAT1	
Endocannabinoid Cancer Inhibition Pathway	4.7E-01	NaN	1.97E-02	MMP2,CCND1,NUPR1	
Ovarian Cancer Signaling	4.7E-01	NaN	1.97E-02	RASD1,MMP2,CCND1	
Estrogen-Dependent Breast Cancer Signaling	4.76E-01	NaN	2.27E-02	RASD1,CCND1	
IL-7 Signaling Pathway	4.82E-01	NaN	2.30E-02	STAT1,CCND1	
Non-Small Cell Lung Cancer Signaling	4.82E-01	NaN	2.30E-02	RASD1,CCND1	
Hereditary Breast Cancer Signaling	4.85E-01	NaN	2.01E-02	RASD1,POLR2A,CCND1	
Death Receptor Signaling	4.89E-01	NaN	2.33E-02	PARP12,PARP9	
Glioma Invasiveness Signaling	4.89E-01	NaN	2.33E-02	RASD1,MMP2	
Neurotrophin/TRK Signaling	4.89E-01	NaN	2.33E-02	RASD1,BDNF	
Neuroinflammation Signaling Pathway	4.9E-01	-0.4472135954999579	1.80E-02	CXCL10,STAT1,PLA2G5,BDNF,GRIN3A	
Sperm Motility	5.04E-01	NaN	1.91E-02	KIT,LCAT,PLA2G5,EPHA4	
Acetone Degradation I (to Methylglyoxal)	5.12E-01	NaN	3.70E-02	CYP51A1,	
Antigen Presentation Pathway	5.12E-01	NaN	3.70E-02	NLRC5,	
Estrogen-mediated S-phase Entry	5.25E-01	NaN	3.85E-02	CCND1,	
BMP signaling pathway	5.31E-01	NaN	2.50E-02	RASD1,BMP4	
Role of JAK1 and JAK3 in γc Cytokine Signaling	5.38E-01	NaN	2.53E-02	RASD1,STAT1	
B Cell Development	5.39E-01	NaN	4.00E-02	RAG1,	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	5.39E-01	NaN	4.00E-02	DIO2,	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	5.46E-01	NaN	2.56E-02	TNFRSF13C,IL33	
Cyclins and Cell Cycle Regulation	5.46E-01	NaN	2.56E-02	MYT1,CCND1	
ErbB2-ErbB3 Signaling	5.46E-01	NaN	2.56E-02	RASD1,CCND1	
IL-22 Signaling	5.54E-01	NaN	4.17E-02	STAT1,	
VDR/RXR Activation	5.61E-01	NaN	2.63E-02	SERPINB1,CXCL10	
Endometrial Cancer Signaling	5.77E-01	NaN	2.70E-02	RASD1,CCND1	
Thrombopoietin Signaling	5.77E-01	NaN	2.70E-02	RASD1,STAT1	
Bupropion Degradation	5.87E-01	NaN	4.55E-02	CYP51A1,	
IL-17A Signaling in Gastric Cells	5.87E-01	NaN	4.55E-02	CXCL10,	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	6.04E-01	NaN	4.76E-02	STAT1,	
Synaptogenesis Signaling Pathway	6.17E-01	-1.3416407864998738	1.94E-02	RASD1,DLG4,THBS2,BDNF,GRIN3A,EPHA4	
CNTF Signaling	6.21E-01	NaN	2.90E-02	RASD1,STAT1	
Iron homeostasis signaling pathway	6.41E-01	NaN	2.46E-02	BMP4,CP,HFE	
GADD45 Signaling	6.42E-01	NaN	5.26E-02	CCND1,	
Melanoma Signaling	6.59E-01	NaN	3.08E-02	RASD1,CCND1	
Gustation Pathway	6.61E-01	NaN	2.52E-02	PDE8A,PANX1,PDE6D	
Systemic Lupus Erythematosus Signaling	6.66E-01	NaN	2.27E-02	RASD1,TNFRSF13C,PRPF31,IL33	
Eicosanoid Signaling	6.68E-01	NaN	3.12E-02	LCAT,PLA2G5	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	6.72E-01	NaN	2.29E-02	MMP2,COL11A1,STAT1,COL9A2	
Cardiomyocyte Differentiation via BMP Receptors	6.85E-01	NaN	5.88E-02	BMP4,	
Regulation of Cellular Mechanics by Calpain Protease	6.89E-01	NaN	3.23E-02	RASD1,CCND1	
Atherosclerosis Signaling	6.9E-01	NaN	2.61E-02	LCAT,PLA2G5,IL33	
IL-15 Production	6.98E-01	NaN	2.63E-02	STAT1,KIT,EPHA4	
Cholecystokinin/Gastrin-mediated Signaling	7.05E-01	NaN	2.65E-02	RASD1,EPHA4,IL33	
Chondroitin Sulfate Degradation (Metazoa)	7.08E-01	NaN	6.25E-02	ARSB,	
Inflammasome pathway	7.08E-01	NaN	6.25E-02	PANX1,	
Parkinson's Signaling	7.08E-01	NaN	6.25E-02	UCHL1,	
FXR/RXR Activation	7.13E-01	NaN	2.68E-02	SERPINF1,LCAT,IL33	
p38 MAPK Signaling	7.21E-01	NaN	2.70E-02	STAT1,PLA2G5,IL33	
Phospholipases	7.22E-01	NaN	3.39E-02	LCAT,PLA2G5	
Glutamate Receptor Signaling	7.81E-01	NaN	3.70E-02	DLG4,GRIN3A	
Acute Myeloid Leukemia Signaling	8.04E-01	NaN	2.97E-02	RASD1,CCND1,KIT	
Agranulocyte Adhesion and Diapedesis	8.14E-01	NaN	2.61E-02	CCL25,MMP2,CXCL10,IL33	
T Cell Exhaustion Signaling Pathway	8.21E-01	NaN	2.63E-02	IRF9,RASD1,STAT1,PDK1	
Acyl-CoA Hydrolysis	8.22E-01	NaN	8.33E-02	ACOT9,	
HER-2 Signaling in Breast Cancer	8.51E-01	NaN	3.12E-02	RASD1,MMP2,CCND1	
Cancer Drug Resistance By Drug Efflux	8.62E-01	NaN	4.17E-02	RASD1,PDK1	
TGF-β Signaling	8.7E-01	NaN	3.19E-02	RASD1,BMP4,PMEPA1	
Granulocyte Adhesion and Diapedesis	8.73E-01	NaN	2.76E-02	CCL25,MMP2,CXCL10,IL33	
Dolichyl-diphosphooligosaccharide Biosynthesis	8.95E-01	NaN	1.00E-01	DPM3,	
Ketogenesis	8.95E-01	NaN	1.00E-01	HMGCS1,	
Bladder Cancer Signaling	9.11E-01	NaN	3.33E-02	RASD1,MMP2,CCND1	
IL-17 Signaling	9.33E-01	NaN	3.41E-02	RASD1,TRAF3IP2,CXCL10	
GM-CSF Signaling	9.89E-01	NaN	3.61E-02	RASD1,STAT1,CCND1	
Retinoic acid Mediated Apoptosis Signaling	9.93E-01	NaN	5.00E-02	PARP12,PARP9	
tRNA Splicing	1.01E00	NaN	5.13E-02	PDE8A,PDE6D	
Airway Pathology in Chronic Obstructive Pulmonary Disease	1.04E00	NaN	1.43E-01	MMP2,	
Role of IL-17F in Allergic Inflammatory Airway Diseases	1.05E00	NaN	5.41E-02	TRAF3IP2,CXCL10	
Primary Immunodeficiency Signaling	1.07E00	NaN	5.56E-02	RAG1,TNFRSF13C	
Notch Signaling	1.09E00	NaN	5.71E-02	CNTN1,DLL1	
Pathogenesis of Multiple Sclerosis	1.11E00	NaN	1.67E-01	CXCL10,	
Inhibition of Matrix Metalloproteases	1.14E00	NaN	6.06E-02	MMP2,THBS2	
Circadian Rhythm Signaling	1.16E00	NaN	6.25E-02	GRIN3A,ADCYAP1R1	
Mouse Embryonic Stem Cell Pluripotency	1.16E00	NaN	3.51E-02	RASD1,ID1,BMP4,ID3	
UVA-Induced MAPK Signaling	1.21E00	NaN	3.64E-02	PARP12,RASD1,STAT1,PARP9	
Communication between Innate and Adaptive Immune Cells	1.24E00	NaN	4.62E-02	CXCL10,TNFRSF13C,IL33	
LXR/RXR Activation	1.24E00	NaN	3.74E-02	SERPINF1,CYP51A1,LCAT,IL33	
Trans, trans-farnesyl Diphosphate Biosynthesis	1.28E00	NaN	2.50E-01	IDI1,	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	1.28E00	NaN	3.36E-02	IFIH1,DDX58,IL17B,IL33,Oas1b	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.29E00	NaN	7.41E-02	CXCL10,IL33	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.35E00	NaN	8.00E-02	STAT1,OSMR	
PEDF Signaling	1.38E00	NaN	4.17E-02	TCF12,RASD1,SERPINF1,BDNF	
Thyroid Cancer Signaling	1.54E00	NaN	6.12E-02	RASD1,CCND1,BDNF	
Epoxysqualene Biosynthesis	1.57E00	NaN	5.00E-01	SQLE,	
Glycine Degradation (Creatine Biosynthesis)	1.57E00	NaN	5.00E-01	GAMT,	
Thyroid Hormone Metabolism I (via Deiodination)	1.57E00	NaN	5.00E-01	DIO2,	
Thyronamine and Iodothyronamine Metabolism	1.57E00	NaN	5.00E-01	DIO2,	
Acute Phase Response Signaling	1.58E00	NaN	3.59E-02	RASD1,CP,SERPINF1,SERPIND1,IL33,OSMR	
nNOS Signaling in Neurons	1.64E00	NaN	6.67E-02	RASD1,DLG4,GRIN3A	
Role of MAPK Signaling in the Pathogenesis of Influenza	1.65E00	NaN	5.06E-02	RASD1,CXCL10,LCAT,PLA2G5	
Asparagine Biosynthesis I	1.87E00	NaN	1.00E00	ASNS,	
