Node	Module	Type
BRSK2	0	Gene
MAPK8IP1	0	Gene
KLF9	0	Gene
TMEFF2	3	Gene
Pitpnc1	3	Gene
GRM7	3	Gene
SYN1	0	Gene
SLC19A2	3	Gene
PLOD2	3	Gene
PDK3	3	Gene
MYO1E	3	Gene
ME2	3	Gene
INKA2	3	Gene
IFFO1	3	Gene
GMNN	3	Gene
GLS2	3	Gene
CPOX	3	Gene
CD82	3	Gene
CARD11	3	Gene
BIK	3	Gene
ATL3	3	Gene
ATG10	3	Gene
ASF1B	3	Gene
ABCA2	3	Gene
SMIM3	3	Gene
GRIA4	3	Gene
FAH	3	Gene
BAMBI	3	Gene
SCCPDH	3	Gene
NECAB3	3	Gene
KIF1A	3	Gene
BCL2L11	3	Gene
PPARA	3	Gene
TMEM163	2	Gene
SIRT2	3	Gene
NDE1	0	Gene
LGI3	2	Gene
KNDC1	0	Gene
JAM3	3	Gene
GJB1	3	Gene
APOD	3	Gene
ANLN	2	Gene
ACSL1	3	Gene
2810468N07Rik	2	Gene
TSC22D3	3	Gene
PPARGC1A	3	Gene
PLXDC2	3	Gene
PLA2G4A	3	Gene
NOCT	3	Gene
NKX2-2	1	Gene
IFRD1	3	Gene
FOXO1	3	Gene
ENPP1	3	Gene
E2F2	3	Gene
COL2A1	3	Gene
CEBPD	3	Gene
Acan	3	Gene
NR4A1	3	Gene
Mt1	3	Gene
DNM3	0	Gene
CDK5R1	0	Gene
DNAJB1	3	Gene
LIPE	3	Gene
PTPRE	0	Gene
PDE8B	3	Gene
ENPP6	3	Gene
PTPRK	0	Gene
UBASH3B	3	Gene
DUSP16	3	Gene
ANAPC5	3	Gene
HIST1H1C	3	Gene
PPP1R3D	3	Gene
DUSP8	3	Gene
SRGAP2	0	Gene
PLXNB3	0	Gene
WNT3	0	Gene
EPHA10	3	Gene
FZD1	3	Gene
ADAMTS2	3	Gene
DPYSL5	0	Gene
SEPT1	3	Gene
ITGA4	3	Gene
MAP3K21	3	Gene
ARPC1B	3	Gene
PLD1	0	Gene
PIK3R5	3	Gene
FGFR1	3	Gene
SEPT8	3	Gene
MAPK3	3	Gene
PRKCZ	0	Gene
CACNA2D3	3	Gene
GNG4	3	Gene
RAP1A	3	Gene
CACNB4	3	Gene
PRKCQ	3	Gene
GNG11	3	Gene
GNB4	3	Gene
CLDN14	3	Gene
HTRA3	2	Gene
GALNT10	2	Gene
ACOT9	2	Gene
COL9A2	3	Gene
MARCH1	2	Gene
TNFRSF13C	2	Gene
FAR2	2	Gene
SEPT6	3	Gene
CLSTN2	3	Gene
MTMR7	2	Gene
NRDC	2	Gene
MYADM	2	Gene
TRAF3IP2	2	Gene
DPM3	2	Gene
SMOC1	2	Gene
PDLIM2	2	Gene
NIPSNAP1	2	Gene
GALNT13	2	Gene
THSD1	2	Gene
SLC7A2	2	Gene
LAD1	2	Gene
SLC7A8	2	Gene
CCL25	2	Gene
SKAP2	2	Gene
DTX3L	2	Gene
PARP9	2	Gene
Oas1b	2	Gene
AP2A2	0	Gene
EPS15L1	0	Gene
SGIP1	0	Gene
AAK1	0	Gene
PARP11	0	Gene
MTSS1L	0	Gene
GAPVD1	0	Gene
CDH6	0	Gene
NUP93	0	Gene
LPCAT2	0	Gene
CLTB	0	Gene
FCHO2	0	Gene
NUP155	0	Gene
SYNJ2	0	Gene
WISP1	1	Gene
SEC14L2	2	Gene
TRIM2	1	Gene
RASD1	2	Gene
SLC25A10	1	Gene
NAE1	1	Gene
STX8	1	Gene
FAM162A	1	Gene
OSMR	2	Gene
FAAH	3	Gene
TOX3	2	Gene
TMEFF1	3	Gene
CPA5	3	Gene
SRM	3	Gene
NDUFB2	3	Gene
BBOX1	3	Gene
ELAVL2	3	Gene
DIRAS2	3	Gene
NDUFB6	3	Gene
SEC11A	3	Gene
Slc25a1	3	Gene
MBD4	3	Gene
TMEM200C	3	Gene
TOMM20	3	Gene
AHCYL1	3	Gene
CIRBP	3	Gene
CWF19L1	3	Gene
RNF170	3	Gene
MYOZ2	3	Gene
CDS1	3	Gene
TMTC4	3	Gene
TCERG1	3	Gene
TPD52L2	3	Gene
HIVEP3	3	Gene
KDM3A	3	Gene
DYNC1I1	3	Gene
NSG2	3	Gene
NDUFC1	3	Gene
PSAT1	3	Gene
NAP1L5	3	Gene
SLC16A9	3	Gene
MARS2	3	Gene
SLC52A2	3	Gene
DONSON	3	Gene
ZNF706	3	Gene
VAMP1	3	Gene
SYNPR	3	Gene
USP24	3	Gene
PSME1	3	Gene
MYEF2	3	Gene
ADAMTSL1	3	Gene
RNF114	3	Gene
PLSCR4	3	Gene
PTPN3	3	Gene
ARMCX3	3	Gene
CA11	3	Gene
CORO2B	3	Gene
UBAC1	3	Gene
NDUFA7	3	Gene
RTN2	3	Gene
ISOC1	3	Gene
SSTR4	2	Gene
NLK	2	Gene
RAMP1	2	Gene
NTN4	2	Gene
CD160	3	Gene
TMBIM1	2	Gene
ABCC6	2	Gene
FZD8	2	Gene
EXTL1	2	Gene
CAB39L	2	Gene
HNRNPDL	3	Gene
BVES	2	Gene
SMCHD1	2	Gene
FZD2	3	Gene
TRIM32	2	Gene
IL3RA	2	Gene
TNIP2	2	Gene
TRIM25	2	Gene
SETX	3	Gene
TRIM62	2	Gene
RASAL1	2	Gene
DUSP7	2	Gene
LURAP1	2	Gene
SPAG9	2	Gene
TRIM13	2	Gene
ZFAND6	2	Gene
PRDM11	2	Gene
PABPN1	2	Gene
TLE1	2	Gene
NOD1	2	Gene
RASAL2	2	Gene
PIGU	2	Gene
PPM1L	3	Gene
RASA2	2	Gene
Eda	2	Gene
RASAL3	2	Gene
TIFA	2	Gene
CSF2RA	2	Gene
PELI2	2	Gene
INAVA	2	Gene
GPRC5B	2	Gene
RASGRP1	2	Gene
DUSP3	2	Gene
SOCS5	3	Gene
HECTD1	2	Gene
HIF3A	2	Gene
RGCC	2	Gene
PATJ	2	Gene
COL15A1	2	Gene
Zfp950	2	Gene
ADAMTS6	2	Gene
CHI3L1	2	Gene
ARHGEF26	2	Gene
LEPROTL1	2	Gene
MYDGF	2	Gene
RAB9A	2	Gene
IL18BP	2	Gene
TUBB6	2	Gene
Meis1	2	Gene
SRPK1	2	Gene
ZC3H13	2	Gene
THRAP3	2	Gene
ZBTB14	2	Gene
LPAR2	2	Gene
TMEM100	2	Gene
CYBA	2	Gene
COL8A1	2	Gene
SLC7A14	2	Gene
TOPORS	2	Gene
WHRN	2	Gene
CNOT7	2	Gene
TUB	2	Gene
RAD18	2	Gene
FZD4	3	Gene
PRPF3	2	Gene
PITPNM3	2	Gene
PRPF6	2	Gene
REEP6	2	Gene
RDH13	2	Gene
TTLL5	2	Gene
KLHL7	2	Gene
AGBL4	1	Gene
RAB28	2	Gene
ZNF513	2	Gene
KLHL10	2	Gene
FSCN2	2	Gene
KCNV2	2	Gene
CEP78	2	Gene
RDH5	2	Gene
OPN1SW	3	Gene
APLN	2	Gene
APIP	2	Gene
NPHP1	0	Gene
OPTC	2	Gene
PTGER1	2	Gene
SPATA7	2	Gene
LCAT	2	Gene
RHBDD2	2	Gene
ARL2BP	2	Gene
PDE6G	2	Gene
TNNT3	2	Gene
CHRDL1	1	Gene
COL6A1	2	Gene
BMP15	1	Gene
TNNT1	3	Gene
RP2	2	Gene
IGSF1	1	Gene
NHSL2	3	Gene
INPP5A	3	Gene
EDARADD	1	Gene
HCCS	1	Gene
SGO2	1	Gene
LOXL1	2	Gene
MCM9	1	Gene
C1QL3	0	Gene
POU3F4	0	Gene
SRPK2	1	Gene
GPT	1	Gene
CALB2	1	Gene
SLC51A	2	Gene
CREB3L1	3	Gene
KCNK1	3	Gene
TRPC7	1	Gene
PIGQ	3	Gene
KCTD7	3	Gene
SLC25A12	3	Gene
TEF	3	Gene
CACNA2D4	3	Gene
C11orf96	3	Gene
RGS16	3	Gene
KLF10	3	Gene
ST3GAL5	3	Gene
GUF1	3	Gene
SNIP1	2	Gene
RGS1	3	Gene
SLC6A11	3	Gene
DEPDC5	3	Gene
NUDT11	3	Gene
PACS2	3	Gene
C9orf3	3	Gene
ARRDC3	3	Gene
ANKRD6	3	Gene
RTTN	3	Gene
RHOBTB2	3	Gene
SCG2	3	Gene
GOSR2	3	Gene
KCNIP2	3	Gene
CYYR1	3	Gene
CRYM	3	Gene
PGRMC1	3	Gene
CYP46A1	1	Gene
DDO	1	Gene
GUSB	1	Gene
MGAT3	1	Gene
LCE1D	1	Gene
MAGT1	1	Gene
CBR3	1	Gene
TSN	3	Gene
ATP8A1	1	Gene
KCNIP3	1	Gene
NAT8L	1	Gene
GPR3	0	Gene
IMPACT	0	Gene
USP47	0	Gene
TNFRSF19	0	Gene
INPP5F	0	Gene
DCT	0	Gene
MTMR9	0	Gene
SYNGR1	0	Gene
CLPTM1	0	Gene
NUDT7	0	Gene
MAP3K5	3	Gene
SMARCD3	0	Gene
CHST2	0	Gene
ZDHHC3	0	Gene
HPCA	3	Gene
PTPN5	3	Gene
NMNAT2	1	Gene
SH3RF1	1	Gene
RNF7	1	Gene
ADCY5	3	Gene
ABHD6	3	Gene
CD38	3	Gene
UBXN11	0	Gene
ADCY6	0	Gene
RRAS	2	Gene
SLC13A5	3	Gene
DNAJC10	2	Gene
VIPR2	2	Gene
PDE6D	2	Gene
SLC29A1	2	Gene
CIDEB	2	Gene
TPH1	2	Gene
G0S2	2	Gene
FMO5	2	Gene
RHCG	2	Gene
KCNQ1OT1	2	Gene
ITPRID2	2	Gene
ZNF384	2	Gene
TRIB1	3	Gene
FOXS1	2	Gene
COL5A3	2	Gene
COL11A2	2	Gene
Irs4	2	Gene
GLG1	2	Gene
Masp1	2	Gene
SYPL2	2	Gene
PREPL	3	Gene
DCUN1D1	2	Gene
DIO2	3	Gene
NLRC3	2	Gene
FUOM	2	Gene
DACT3	2	Gene
SH3PXD2B	2	Gene
RNF112	1	Gene
TAGLN3	1	Gene
SMG9	1	Gene
SEC24B	1	Gene
NOTCH3	1	Gene
BTD	3	Gene
SPEF2	1	Gene
SDF4	1	Gene
NAV2	1	Gene
RTN4RL1	1	Gene
SEMA6D	1	Gene
ZIC2	2	Gene
TMEM126A	1	Gene
DAAM2	3	Gene
POU6F1	1	Gene
SMARCA1	1	Gene
FANCC	1	Gene
ACVR1C	2	Gene
IQSEC3	0	Gene
GLS	1	Gene
SHISA9	1	Gene
CPNE6	1	Gene
KCNT1	3	Gene
PNKD	1	Gene
KCNQ4	3	Gene
SRI	1	Gene
AKAP7	1	Gene
STAC3	1	Gene
CNIH2	1	Gene
NETO1	1	Gene
GRPR	1	Gene
SLC8A3	1	Gene
KCNC4	1	Gene
KCNMB4	3	Gene
ST3GAL4	3	Gene
DGKE	3	Gene
PDE4A	1	Gene
KCNQ3	3	Gene
CSPG5	0	Gene
Nrgn	1	Gene
Kcnn2	1	Gene
DGKB	3	Gene
SLC9A9	1	Gene
GRM3	1	Gene
RIC3	1	Gene
NTSR1	1	Gene
CD1D	2	Gene
SCUBE1	2	Gene
PRCP	2	Gene
PRKX	3	Gene
ANGPTL2	0	Gene
ANG	0	Gene
ITK	1	Gene
DHX9	2	Gene
P4HA2	2	Gene
CERK	3	Gene
DLL1	2	Gene
PAX7	2	Gene
PTPN2	0	Gene
KCNA2	3	Gene
SSB	2	Gene
NFE2L1	1	Gene
BMPER	2	Gene
GNG3	3	Gene
ARNTL	3	Gene
AIRE	2	Gene
FAM20C	2	Gene
DBNDD1	2	Gene
ACVR1	1	Gene
RNASEH2C	2	Gene
SPTLC1	2	Gene
ATP2A2	3	Gene
EHD3	3	Gene
CCNC	2	Gene
CSGALNACT1	2	Gene
HNRNPC	2	Gene
AQP11	2	Gene
DPYD	2	Gene
SOS1	2	Gene
SLC2A3	3	Gene
L3MBTL3	2	Gene
TBX6	2	Gene
ADAMTS9	2	Gene
HOPX	2	Gene
FNDC3B	2	Gene
AQP5	2	Gene
UBTF	2	Gene
NEK7	2	Gene
DCLRE1C	2	Gene
SAV1	2	Gene
NUPR1	2	Gene
ACE2	2	Gene
MORF4L2	2	Gene
FCGRT	2	Gene
NFIC	2	Gene
ATG12	2	Gene
PNN	2	Gene
TIA1	2	Gene
B3GALNT1	2	Gene
KMT2E	2	Gene
UBA5	3	Gene
GSTK1	2	Gene
DRAP1	2	Gene
CARM1	2	Gene
ZFP36L2	2	Gene
Setd1b	2	Gene
MAN1A2	2	Gene
STK40	2	Gene
IKZF2	2	Gene
RASSF2	2	Gene
REV3L	2	Gene
ATG3	2	Gene
GPC6	2	Gene
HAPLN1	1	Gene
TPMT	2	Gene
TENM3	2	Gene
TRPS1	2	Gene
USP4	2	Gene
ARID5B	2	Gene
APH1A	2	Gene
NSD1	2	Gene
MTERF3	2	Gene
SGCD	0	Gene
Gm21596/Hmgb1	0	Gene
TSHZ3	1	Gene
HIC1	2	Gene
GGT1	2	Gene
ARID4B	2	Gene
PTH1R	2	Gene
ING1	2	Gene
MED24	2	Gene
NIPBL	1	Gene
SMYD1	2	Gene
RAB3C	2	Gene
PLA2G5	2	Gene
EDNRB	2	Gene
ANXA7	2	Gene
CXCL14	2	Gene
ZMPSTE24	3	Gene
MYZAP	2	Gene
PHF21A	2	Gene
COMMD1	2	Gene
ANXA2	3	Gene
MRVI1	2	Gene
SIK3	2	Gene
BAG3	3	Gene
ANKRD17	2	Gene
C5AR1	2	Gene
OLA1	2	Gene
NFE2	2	Gene
CDC73	2	Gene
CLK1	2	Gene
IPMK	3	Gene
S100A13	2	Gene
RCOR1	2	Gene
CUL3	2	Gene
SYCP2	2	Gene
F8	2	Gene
BMP6	2	Gene
FLT3	2	Gene
WDR4	1	Gene
TRO	2	Gene
MAPKAPK3	3	Gene
PKD2	2	Gene
PRRX1	2	Gene
ADAMTS1	2	Gene
TNFAIP8L1	2	Gene
TIRAP	2	Gene
SF3B1	2	Gene
F3	3	Gene
CTNNBIP1	1	Gene
CNPY2	0	Gene
SLC30A5	2	Gene
SMAD9	1	Gene
DCUN1D5	2	Gene
ZMIZ1	2	Gene
PAPPA	2	Gene
COL11A1	2	Gene
TDGF1	2	Gene
SLC25A25	3	Gene
SCLY	1	Gene
DGAT2	2	Gene
CDKN2D	2	Gene
MSRA	3	Gene
LMO1	2	Gene
KCNK5	2	Gene
LRIG2	2	Gene
SLC4A4	2	Gene
PLCL1	3	Gene
NFIL3	3	Gene
CREM	1	Gene
SPRY4	3	Gene
CUL1	2	Gene
INSM1	1	Gene
Anp32e	2	Gene
SEPHS1	3	Gene
THEM4	2	Gene
CDO1	2	Gene
NOVA1	1	Gene
TRPM7	3	Gene
TXNIP	2	Gene
USP22	2	Gene
ATR	2	Gene
FRS2	2	Gene
USP7	2	Gene
TERF2	2	Gene
GPR107	3	Gene
DND1	2	Gene
LAT2	2	Gene
ADORA2B	3	Gene
SENP1	2	Gene
ZDHHC16	2	Gene
P3H2	2	Gene
CCNF	1	Gene
MMP15	2	Gene
POFUT1	2	Gene
ANO1	2	Gene
HSPE1	2	Gene
ABCA5	3	Gene
THOC1	2	Gene
ICA1	3	Gene
RFK	2	Gene
TRIM33	2	Gene
TIMELESS	2	Gene
HSPB8	1	Gene
HAUS6	2	Gene
LRPPRC	2	Gene
MTF2	2	Gene
PCSK2	2	Gene
VPS41	2	Gene
TBX22	2	Gene
AGL	3	Gene
TIAL1	2	Gene
CHTF18	2	Gene
MYLPF	3	Gene
REV1	3	Gene
PSMG1	2	Gene
HFE	2	Gene
UXS1	2	Gene
PIAS4	2	Gene
DCLRE1B	2	Gene
KDM4C	2	Gene
LFNG	2	Gene
Bmyc	2	Gene
ADAR	2	Gene
SFRP4	2	Gene
NFE2L3	2	Gene
ALAS2	3	Gene
TAF7	2	Gene
MYT1	2	Gene
UBE2L3	2	Gene
MAN2A2	2	Gene
NEK8	2	Gene
DPH3	2	Gene
SPRED2	3	Gene
TPP2	2	Gene
NR4A3	1	Gene
DCAF1	2	Gene
UBE2Q1	2	Gene
GLCE	2	Gene
PPP1R12A	2	Gene
SLC37A4	3	Gene
UPF2	2	Gene
TERF1	2	Gene
TIMP4	2	Gene
PPP6C	2	Gene
Anp32a	0	Gene
CDK12	2	Gene
PPP3R1	1	Gene
SOD3	1	Gene
PSTPIP1	2	Gene
HEXIM1	2	Gene
RAB11FIP4	2	Gene
CACNB1	2	Gene
DGKD	2	Gene
BIRC2	3	Gene
SMG1	2	Gene
TNNT2	3	Gene
DHX36	2	Gene
EP400	2	Gene
EIF2AK1	2	Gene
DNASE2	2	Gene
Lmo3	2	Gene
INCENP	2	Gene
CNPY3	3	Gene
PADI4	2	Gene
EPN2	0	Gene
Foxp1	3	Gene
KIF20A	2	Gene
SETD2	2	Gene
BCLAF1	2	Gene
PCBP2	2	Gene
HSP90B1	2	Gene
KMT5C	2	Gene
ZFHX3	2	Gene
AFF1	3	Gene
GAMT	2	Gene
CFLAR	3	Gene
Cxcl11	2	Gene
GSKIP	2	Gene
PPP1R8	2	Gene
SATB1	2	Gene
CHRNB4	3	Gene
VTA1	2	Gene
PNO1	2	Gene
NAP1L2	2	Gene
COMMD9	2	Gene
TAB2	2	Gene
UBIAD1	2	Gene
ZMYM2	2	Gene
NLRP6	2	Gene
BMPR2	2	Gene
NPPC	2	Gene
UBP1	2	Gene
IQGAP2	2	Gene
JPH2	2	Gene
ENPP3	2	Gene
ZFR	2	Gene
DOT1L	2	Gene
PLVAP	2	Gene
Brd4	2	Gene
CBX4	2	Gene
FBN2	2	Gene
C1GALT1C1	2	Gene
MC2R	2	Gene
PLOD1	2	Gene
TIPARP	3	Gene
IFNAR1	2	Gene
FAM20A	2	Gene
YTHDC1	2	Gene
PYGO1	2	Gene
MSR1	2	Gene
DDX17	2	Gene
PRKDC	1	Gene
TNKS2	2	Gene
HIP1	1	Gene
DOLK	2	Gene
SPRY1	2	Gene
SLC31A1	2	Gene
CIAO3	2	Gene
SERPIND1	2	Gene
CFTR	3	Gene
TMEM38A	2	Gene
CABIN1	2	Gene
FBXL12	2	Gene
AHCTF1	2	Gene
AEBP1	3	Gene
CBLB	2	Gene
RNF31	2	Gene
Fus	1	Gene
KLF3	3	Gene
SLC30A10	3	Gene
NUP98	2	Gene
AKAP6	2	Gene
ORAI1	2	Gene
DHRS3	2	Gene
ADGRV1	3	Gene
RFNG	2	Gene
MTAP	2	Gene
TGS1	2	Gene
HUS1	2	Gene
LEMD3	2	Gene
AGPAT2	2	Gene
SPEG	2	Gene
PGP	2	Gene
PCYT1A	2	Gene
SIN3B	2	Gene
PRPF19	2	Gene
SLC1A6	3	Gene
ARID2	1	Gene
CA13	3	Gene
JPH4	1	Gene
TLK2	1	Gene
ZMYND11	1	Gene
PHF6	1	Gene
HOMER1	1	Gene
CTCF	1	Gene
CARF	1	Gene
AFF4	2	Gene
KCNAB2	3	Gene
RABL6	1	Gene
ELOVL4	1	Gene
ALDH18A1	1	Gene
DCAF6	1	Gene
GABRA4	3	Gene
TRIP12	1	Gene
SATB2	2	Gene
KCNQ5	1	Gene
CA6	1	Gene
ASCC3	1	Gene
LYPD1	1	Gene
KMT5B	1	Gene
NALCN	3	Gene
SYNJ1	1	Gene
AVPR1A	1	Gene
SIGMAR1	3	Gene
SLC6A8	1	Gene
FKTN	1	Gene
HUWE1	1	Gene
ZBTB16	3	Gene
AHSG	1	Gene
CPLX2	1	Gene
HERC2	1	Gene
WDR26	3	Gene
PHF8	1	Gene
STAG1	1	Gene
ARHGEF10L	1	Gene
SLC35A3	1	Gene
IARS	1	Gene
GABRG3	3	Gene
UNC13C	1	Gene
CD96	1	Gene
LMAN2L	1	Gene
ADCY8	1	Gene
PIGB	1	Gene
GRIA3	1	Gene
NREP	3	Gene
CA5B	1	Gene
HRH1	3	Gene
KDM5A	3	Gene
RAB3GAP2	1	Gene
KCNAB1	1	Gene
POGZ	1	Gene
SCN5A	3	Gene
SPRED1	1	Gene
TECR	1	Gene
TUBB3	3	Gene
POMT2	1	Gene
MED23	1	Gene
SLC7A11	0	Gene
SUB1	3	Gene
UBR1	1	Gene
TAF2	1	Gene
BPTF	1	Gene
ADK	1	Gene
PIGV	1	Gene
TSPAN7	1	Gene
NEXMIF	1	Gene
BCL11A	1	Gene
GRIK1	1	Gene
SOX3	1	Gene
ZNF711	1	Gene
UPF3B	1	Gene
GABRB1	3	Gene
CEP63	1	Gene
HNMT	1	Gene
SLC6A9	1	Gene
SCN3A	3	Gene
PDCD10	2	Gene
SLC30A2	0	Gene
USP19	0	Gene
FOXF1	2	Gene
Adam3	0	Gene
KRIT1	2	Gene
CADM3	0	Gene
SACM1L	2	Gene
LIMS2	0	Gene
KCNH1	1	Gene
GJA4	0	Gene
SPINT2	2	Gene
SCARF2	0	Gene
STAT5B	0	Gene
PANX1	2	Gene
ELMO2	0	Gene
CNTN3	0	Gene
Muc4	0	Gene
TLN2	0	Gene
PKP2	0	Gene
INPP5D	2	Gene
Pvr	0	Gene
LGALS4	0	Gene
ADAM15	2	Gene
TCF12	2	Gene
LGALS2	0	Gene
ZDHHC2	0	Gene
RAPGEF1	0	Gene
DPAGT1	0	Gene
LAMA3	0	Gene
KLK6	0	Gene
POC1B	0	Gene
EPPK1	0	Gene
TNFAIP1	0	Gene
CRIPT	0	Gene
ARSB	2	Gene
TMED9	0	Gene
LHCGR	0	Gene
MGAT5	0	Gene
TNKS	0	Gene
CBL	0	Gene
RHOQ	0	Gene
GNA12	0	Gene
ZMYM3	0	Gene
HNF4A	0	Gene
DOCK2	0	Gene
TTLL8	0	Gene
TMOD2	1	Gene
USE1	2	Gene
NUP160	0	Gene
ZW10	0	Gene
INTS13	0	Gene
LMAN1	0	Gene
CYLD	0	Gene
FLNC	0	Gene
CLN8	1	Gene
MTSS1	0	Gene
PHB	1	Gene
PHIP	1	Gene
SSX2IP	3	Gene
PAM	0	Gene
LYST	0	Gene
NEK1	0	Gene
SNAP29	1	Gene
FNIP1	2	Gene
PTPRJ	0	Gene
TOR1AIP2	0	Gene
ATL2	0	Gene
SIPA1L3	0	Gene
VAV3	0	Gene
TOGARAM1	0	Gene
EIF4G1	3	Gene
RFLNB	0	Gene
DNAI2	0	Gene
STMN4	0	Gene
CAPN6	0	Gene
SHARPIN	2	Gene
SEPT7	0	Gene
LMCD1	3	Gene
GAS2L3	0	Gene
TMCC1	0	Gene
KIF17	1	Gene
IFT88	0	Gene
SNX33	0	Gene
VPS13D	3	Gene
EMP2	0	Gene
KIFC3	0	Gene
WDR60	0	Gene
OCRL	0	Gene
CFAP20	0	Gene
SH3BP1	0	Gene
MAP6D1	0	Gene
NCKAP1	0	Gene
APC2	0	Gene
Tchh	0	Gene
CBY1	0	Gene
NAV3	0	Gene
FEZ1	0	Gene
GOLGB1	0	Gene
PEX16	0	Gene
C21orf2	0	Gene
B4GAT1	3	Gene
CLVS1	0	Gene
SEMA3E	3	Gene
DOCK5	0	Gene
RPGR	0	Gene
SLAIN1	0	Gene
CHCHD3	0	Gene
FLCN	0	Gene
DNAJC13	3	Gene
DYNC2H1	0	Gene
CENPJ	0	Gene
ERN1	0	Gene
ADRA2A	1	Gene
VPS4B	0	Gene
PRPF40A	0	Gene
RAPGEF6	0	Gene
RNF6	0	Gene
CEP126	0	Gene
HMGCL	2	Gene
EP300	1	Gene
MKLN1	0	Gene
BMP2K	0	Gene
EPHA3	0	Gene
YME1L1	2	Gene
ACTR2	0	Gene
TUBGCP5	0	Gene
SNX10	0	Gene
FAM92A	0	Gene
HOOK1	0	Gene
CDK5RAP3	0	Gene
SEC23IP	0	Gene
TBC1D30	0	Gene
ARHGAP10	0	Gene
TRAF6	3	Gene
KNSTRN	0	Gene
TMEM231	0	Gene
CAVIN3	0	Gene
CAMKMT	0	Gene
SLC25A33	2	Gene
TACC1	0	Gene
MAP2K5	3	Gene
RAB2A	0	Gene
Cstad	0	Gene
TACC3	0	Gene
MNS1	0	Gene
ITPKA	1	Gene
OFD1	0	Gene
PPP3CB	0	Gene
VPS54	0	Gene
RFX2	0	Gene
CAPN2	0	Gene
GAS2L1	0	Gene
FITM2	0	Gene
AMHR2	0	Gene
BICD1	0	Gene
AQP1	2	Gene
NUAK2	0	Gene
FAM161A	0	Gene
PEX7	1	Gene
CNTROB	0	Gene
SH3D19	0	Gene
SEMA3D	3	Gene
CAPN10	0	Gene
CDH4	0	Gene
ARL2	0	Gene
RGS6	0	Gene
PLS1	0	Gene
MTFP1	0	Gene
P2RX1	0	Gene
SURF4	0	Gene
CEP70	0	Gene
RAB32	0	Gene
BCS1L	0	Gene
IFT74	0	Gene
CDC42EP4	0	Gene
SPATA13	0	Gene
AP1G1	0	Gene
FANCG	0	Gene
STIL	0	Gene
DLC1	2	Gene
LCP1	0	Gene
DZIP1L	0	Gene
PRKAG3	0	Gene
KIF3C	0	Gene
KANK1	3	Gene
SRGAP1	0	Gene
CORO1C	0	Gene
SPECC1L	0	Gene
CEP83	0	Gene
PCLO	2	Gene
SPAG16	0	Gene
TTYH1	0	Gene
DZIP1	0	Gene
ATP2C1	0	Gene
SPIRE2	0	Gene
THSD7A	0	Gene
SBDS	2	Gene
NPHS2	2	Gene
AJUBA	0	Gene
ICAM1	0	Gene
CAP2	0	Gene
CEP162	0	Gene
CDK9	0	Gene
WDR34	0	Gene
CCDC28B	0	Gene
TROVE2	0	Gene
KIF18A	0	Gene
SGK2	0	Gene
ATE1	0	Gene
CSNK1A1	2	Gene
SCLT1	0	Gene
KATNBL1	0	Gene
PEX1	2	Gene
VAV2	0	Gene
RHOJ	0	Gene
WDR90	0	Gene
RACGAP1	0	Gene
CCDC8	0	Gene
ARPC1A	0	Gene
PPP1R1B	1	Gene
STX17	0	Gene
WDR35	0	Gene
RAB43	0	Gene
Pdlim3	0	Gene
MAD2L2	0	Gene
AGFG1	0	Gene
ZMYM4	0	Gene
NTMT1	0	Gene
