© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->intersectShortLong - 2020-01-20 07:48 PM
Workspace	My Projects
Project	hd_microarray
Analysis	intersectShortLong - 2020-01-20 07:48 PM
Date	Mon Jan 20 16:48:07 PST 2020
Analysis ID	18745786

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->intersectShortLong - 2020-01-20 07:48 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	-0E00		2.13E-02	PRKCA,TLN2	
FcγRIIB Signaling in B Lymphocytes	-0E00		1.33E-02	CACNA2D1	
GDNF Family Ligand-Receptor Interactions	-0E00		2.63E-02	GAB1,JUN	
GM-CSF Signaling	-0E00		2.86E-02	JAK2,STAT1	
Germ Cell-Sertoli Cell Junction Signaling	-0E00		2.92E-02	PAK3,PTK2,RHOJ,TUBB2B,TUBB6	
Glioma Signaling	-0E00		1.82E-02	EGFR,PRKCA	
Graft-versus-Host Disease Signaling	-0E00		2.08E-02	IL33	
Gustation Pathway	-0E00		3.25E-02	ADCY8,CACNA2D1,ENPP6,P2RX4,SMPDL3A	
Gαq Signaling	-0E00		3.18E-02	GNG3,NFKBIA,PRKCA,RGS16,RHOJ	
Heparan Sulfate Biosynthesis	-0E00		2.56E-02	CHST2,EXTL1	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00		2.82E-02	CHST2,EXTL1	
Hereditary Breast Cancer Signaling	-0E00		1.43E-02	DPF1,GADD45A	
IL-15 Signaling	-0E00		2.82E-02	JAK2,PTK2	
IL-2 Signaling	-0E00		1.64E-02	JUN	
IL-9 Signaling	-0E00		3.03E-02	STAT1	
Induction of Apoptosis by HIV1	-0E00		3.28E-02	CASP3,NFKBIA	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00		1.64E-02	PPM1L,PPP2R5C	
Iron homeostasis signaling pathway	-0E00		2.92E-02	BMP4,BMP6,EGFR,JAK2	
MIF-mediated Glucocorticoid Regulation	-0E00		2.94E-02	NFKBIA	
Melanocyte Development and Pigmentation Signaling	-0E00		3.19E-02	ADCY8,DCT,KIT	
Melatonin Signaling	-0E00		2.78E-02	PLCE1,PRKCA	
Mitochondrial Dysfunction	-0E00		1.75E-02	CASP3,NDUFA4L2,SNCA	
Myc Mediated Apoptosis Signaling	-0E00		1.54E-02	CASP3	
NGF Signaling	-0E00		2.63E-02	GAB1,TRAF6,TRIO	
NRF2-mediated Oxidative Stress Response	-0E00		3.17E-02	AKR1A1,DNAJC10,HERPUD1,JUN,PRKCA,SLC35A2	
Netrin Signaling	-0E00		1.54E-02	CACNA2D1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00		2.59E-02	HTRA3,MASP1,ST14	
Neurotrophin/TRK Signaling	-0E00		2.63E-02	GAB1,JUN	
Non-Small Cell Lung Cancer Signaling	-0E00		2.74E-02	EGFR,PRKCA	
Noradrenaline and Adrenaline Degradation	-0E00		2.86E-02	AKR1A1	
Nur77 Signaling in T Lymphocytes	-0E00		1.69E-02	CASP3	
OX40 Signaling Pathway	-0E00		2.22E-02	JUN,NFKBIA	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00		9.43E-03	JAK2	
PEDF Signaling	-0E00		1.22E-02	NFKBIA	
PI3K Signaling in B Lymphocytes	-0E00		2.17E-02	JUN,NFKBIA,PLCE1	
PKCθ Signaling in T Lymphocytes	-0E00		1.94E-02	CACNA2D1,JUN,NFKBIA	
Phagosome Formation	-0E00		3.20E-02	ITGA5,PLCE1,PRKCA,RHOJ	
Phagosome Maturation	-0E00		2.65E-02	DYNC1I1,DYNC2H1,TUBB2B,TUBB6	
Prostate Cancer Signaling	-0E00		1.10E-02	NFKBIA	
Pyridoxal 5'-phosphate Salvage Pathway	-0E00		3.08E-02	PAK3,PRPF4B	
RANK Signaling in Osteoclasts	-0E00		3.41E-02	JUN,NFKBIA,TRAF6	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00		2.25E-02	JUN,NFKBIA	
Regulation of eIF4 and p70S6K Signaling	-0E00		2.55E-02	EIF4EBP1,ITGA5,PPM1L,PPP2R5C	
Retinoate Biosynthesis I	-0E00		3.03E-02	DHRS3	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00		1.85E-02	IL33	
Role of JAK1 and JAK3 in γc Cytokine Signaling	-0E00		2.90E-02	JAK2,STAT1	
Role of NFAT in Cardiac Hypertrophy	-0E00		3.27E-02	ADCY8,CACNA2D1,GNG3,IL11,PLCE1,PRKCA,SLC8A3	
Role of NFAT in Regulation of the Immune Response	-0E00		2.21E-02	GNG3,ITK,JUN,NFKBIA	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	-0E00		1.56E-02	NFKBIA	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00		3.25E-02	IL11,IL17B,IL33,PRKCA,TRAF6	
SAPK/JNK Signaling	-0E00		2.94E-02	GAB1,GADD45A,JUN	
SPINK1 General Cancer Pathway	-0E00		2.90E-02	EGFR,JAK2	
SPINK1 Pancreatic Cancer Pathway	-0E00		1.67E-02	CPA2	
Serotonin Degradation	-0E00		1.49E-02	AKR1A1	
Serotonin Receptor Signaling	-0E00		2.33E-02	ADCY8	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00		2.70E-02	CLDN14,ITGA5,JUN,TUBB2B,TUBB6	
Sirtuin Signaling Pathway	-0E00		2.75E-02	ABCA1,DUSP6,GADD45A,JUN,NDUFA4L2,PRKDC,TIMM17B,TOMM34	
Stearate Biosynthesis I (Animals)	-0E00		2.17E-02	ACSL3	
Superpathway of Methionine Degradation	-0E00		2.70E-02	CDO1	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00		3.00E-02	BCL6,CASP3,CASQ1,CD44,GADD45A,JUN,PPM1L,PPP2R5C,PTK2,RHOJ	
Systemic Lupus Erythematosus Signaling	-0E00		1.75E-02	IL33,JUN,PRPF4B,TNFRSF13C	
T Cell Receptor Signaling	-0E00		2.86E-02	ITK,JUN,NFKBIA	
T Helper Cell Differentiation	-0E00		2.74E-02	BCL6,STAT1	
Telomerase Signaling	-0E00		2.80E-02	EGFR,PPM1L,PPP2R5C	
Th1 Pathway	-0E00		3.31E-02	ICAM1,JAK2,NFIL3,STAT1	
Th17 Activation Pathway	-0E00		3.30E-02	JAK2,PTGER4,TRAF6	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00		2.63E-02	DIO2	
Unfolded protein response	-0E00		1.79E-02	CEBPB	
Xenobiotic Metabolism Signaling	-0E00		1.74E-02	CHST2,CITED2,PPM1L,PPP2R5C,PRKCA	
fMLP Signaling in Neutrophils	-0E00		2.59E-02	GNG3,NFKBIA,PRKCA	
iCOS-iCOSL Signaling in T Helper Cells	-0E00		1.80E-02	ITK,NFKBIA	
mTOR Signaling	-0E00		3.33E-02	DDIT4,EIF4EBP1,PPM1L,PPP2R5C,PRKCA,RHOJ,VEGFA	
nNOS Signaling in Skeletal Muscle Cells	-0E00		2.44E-02	CACNA2D1	
p38 MAPK Signaling	-0E00		3.39E-02	IL1RAP,IL33,STAT1,TRAF6	
Sonic Hedgehog Signaling	1.97E-01		3.45E-02	GLI3	
Apelin Liver Signaling Pathway	2.25E-01		3.85E-02	APLN	
Glycolysis I	2.25E-01		3.85E-02	ALDOC	
NAD Salvage Pathway II	2.25E-01		3.85E-02	PXYLP1	
CNTF Signaling	2.33E-01		3.51E-02	JAK2,STAT1	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.33E-01		3.51E-02	PPM1L,PPP2R5C	
Tryptophan Degradation X (Mammalian, via Tryptamine)	2.36E-01		4.00E-02	AKR1A1	
Glutathione Redox Reactions I	2.47E-01		4.17E-02	GPX8	
IL-22 Signaling	2.47E-01		4.17E-02	STAT1	
Role of IL-17A in Arthritis	2.56E-01		3.70E-02	CCL2,NFKBIA	
VEGF Family Ligand-Receptor Interactions	2.59E-01		3.57E-02	KDR,PRKCA,VEGFA	
Apelin Cardiac Fibroblast Signaling Pathway	2.59E-01		4.35E-02	APLN	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	2.59E-01		4.35E-02	CCL2	
Aryl Hydrocarbon Receptor Signaling	2.65E-01		3.50E-02	CCND2,DCT,JUN,NFIB,SLC35A2	
Type II Diabetes Mellitus Signaling	2.7E-01		3.52E-02	ACSL3,CACNA2D1,CEBPB,NFKBIA,PRKCA	
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	2.72E-01		4.55E-02	CDS1	
Polyamine Regulation in Colon Cancer	2.72E-01		4.55E-02	APC	
Apelin Adipocyte Signaling Pathway	2.72E-01		3.66E-02	ADCY8,APLN,GPX8	
LPS-stimulated MAPK Signaling	2.72E-01		3.66E-02	JUN,NFKBIA,PRKCA	
NF-κB Activation by Viruses	2.72E-01		3.66E-02	ITGA5,NFKBIA,PRKCA	
Cyclins and Cell Cycle Regulation	2.79E-01		3.70E-02	CCND2,PPM1L,PPP2R5C	
Endoplasmic Reticulum Stress Pathway	2.85E-01		4.76E-02	CASP3	
Tight Junction Signaling	2.89E-01		3.57E-02	ARHGEF2,CLDN14,JUN,MYL2,PPM1L,PPP2R5C	
CDK5 Signaling	2.95E-01		3.70E-02	ADCY8,PPM1L,PPP1R3D,PPP2R5C	
Paxillin Signaling	2.95E-01		3.70E-02	ITGA5,PAK3,PTK2,TLN2	
Hematopoiesis from Pluripotent Stem Cells	2.99E-01		4.08E-02	CSF1,IL11	
CDP-diacylglycerol Biosynthesis I	3E-01		5.00E-02	CDS1	
Inflammasome pathway	3E-01		5.00E-02	NEK7	
The Visual Cycle	3E-01		5.00E-02	DHRS3	
Gαs Signaling	3.02E-01		3.74E-02	ADCY8,CNR1,GNG3,PTGER4	
Apelin Muscle Signaling Pathway	3.15E-01		5.26E-02	APLN	
Ephrin A Signaling	3.18E-01		4.26E-02	EPHA3,PTK2	
Glucocorticoid Receptor Signaling	3.19E-01		3.57E-02	CCL2,CEBPB,CREBZF,DPF1,ICAM1,JAK2,JUN,MED14,NCOR1,NFKBIA,STAT1,TRAF6	
IL-12 Signaling and Production in Macrophages	3.26E-01		3.79E-02	CEBPB,JUN,PRKCA,STAT1,TRAF6	
Opioid Signaling Pathway	3.28E-01		3.64E-02	ADCY8,CACNA2D1,CLTB,GRIN3A,NFKBIA,PRKCA,RGS16,RGS20,RGS6	
FAT10 Cancer Signaling Pathway	3.28E-01		4.35E-02	ACVR1C,NFKBIA	
Hypoxia Signaling in the Cardiovascular System	3.32E-01		4.05E-02	JUN,NFKBIA,VEGFA	
Leptin Signaling in Obesity	3.32E-01		4.05E-02	ADCY8,JAK2,PLCE1	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	3.32E-01		5.56E-02	CCL2	
Methylglyoxal Degradation III	3.32E-01		5.56E-02	AKR1A1	
Valine Degradation I	3.32E-01		5.56E-02	ABAT	
eNOS Signaling	3.36E-01		3.77E-02	ADCY8,CASP3,KDR,LPAR2,PRKCA,VEGFA	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	3.4E-01		4.11E-02	ADCY8,GRPR,PLCE1	
p70S6K Signaling	3.45E-01		3.88E-02	EGFR,PLCE1,PPM1L,PPP2R5C,PRKCA	
IL-23 Signaling Pathway	3.5E-01		4.55E-02	JAK2,NFKBIA	
Role of RIG1-like Receptors in Antiviral Innate Immunity	3.5E-01		4.55E-02	NFKBIA,TRAF6	
Mitochondrial L-carnitine Shuttle Pathway	3.5E-01		5.88E-02	ACSL3	
Ubiquinol-10 Biosynthesis (Eukaryotic)	3.5E-01		5.88E-02	CYP26B1	
Integrin Signaling	3.53E-01		3.76E-02	CAPN10,ITGA5,MYL2,MYLK2,PAK3,PTK2,RHOJ,TLN2	
Apoptosis Signaling	3.57E-01		4.04E-02	CAPN10,CASP3,NFKBIA,PRKCA	
Nitric Oxide Signaling in the Cardiovascular System	3.57E-01		4.04E-02	ATP2A2,KDR,PRKCA,VEGFA	
VEGF Signaling	3.57E-01		4.04E-02	KDR,PRKCA,PTK2,VEGFA	
Growth Hormone Signaling	3.57E-01		4.23E-02	JAK2,PRKCA,STAT1	
Small Cell Lung Cancer Signaling	3.57E-01		4.23E-02	NFKBIA,PTK2,TRAF6	
P2Y Purigenic Receptor Signaling Pathway	3.58E-01		3.94E-02	ADCY8,GNG3,JUN,PLCE1,PRKCA	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.62E-01		4.65E-02	CCL2,IL33	
tRNA Splicing	3.62E-01		4.65E-02	ENPP6,SMPDL3A	
Salvage Pathways of Pyrimidine Ribonucleotides	3.72E-01		4.12E-02	AK4,CMPK2,PAK3,PRPF4B	
MIF Regulation of Innate Immunity	3.74E-01		4.76E-02	JUN,NFKBIA	
Epithelial Adherens Junction Signaling	3.78E-01		3.95E-02	ACVR1C,APC,EGFR,MYL2,TUBB2B,TUBB6	
Acute Phase Response Signaling	3.84E-01		3.91E-02	CEBPB,IL1RAP,IL33,JAK2,JUN,NFKBIA,TRAF6	
Remodeling of Epithelial Adherens Junctions	3.85E-01		4.41E-02	APC,TUBB2B,TUBB6	
Triacylglycerol Biosynthesis	3.86E-01		4.88E-02	DGAT2,PLPPR3	
Choline Biosynthesis III	3.91E-01		6.67E-02	CHPT1	
Histidine Degradation VI	3.91E-01		6.67E-02	CYP26B1	
CCR5 Signaling in Macrophages	3.97E-01		4.26E-02	CACNA2D1,GNG3,JUN,PRKCA	
LXR/RXR Activation	4E-01		4.13E-02	ABCA1,CCL2,IL1RAP,IL33,NCOR1	
Eicosanoid Signaling	4.05E-01		4.55E-02	PLAAT3,PLB1,PTGER4	
DNA Double-Strand Break Repair by Homologous Recombination	4.14E-01		7.14E-02	ATRX	
DNA Double-Strand Break Repair by Non-Homologous End Joining	4.14E-01		7.14E-02	PRKDC	
Natural Killer Cell Signaling	4.15E-01		4.20E-02	OCRL,PAK3,PRKCA,SYNJ1,SYNJ2	
Death Receptor Signaling	4.23E-01		4.40E-02	CASP3,NFKBIA,PARP11,TIPARP	
cAMP-mediated signaling	4.23E-01		3.95E-02	ADCY8,ADRA2A,CNR1,DUSP6,ENPP6,GRM3,PTGER4,S1PR1,SMPDL3A	
IL-17A Signaling in Airway Cells	4.26E-01		4.69E-02	JAK2,NFKBIA,TRAF6	
Fc Epsilon RI Signaling	4.31E-01		4.27E-02	GAB1,OCRL,PRKCA,SYNJ1,SYNJ2	
Fatty Acid Activation	4.39E-01		7.69E-02	ACSL3	
NAD Phosphorylation and Dephosphorylation	4.39E-01		7.69E-02	PXYLP1	
Oleate Biosynthesis II (Animals)	4.39E-01		7.69E-02	FADS1	
Pregnenolone Biosynthesis	4.39E-01		7.69E-02	CYP26B1	
Cell Cycle Regulation by BTG Family Proteins	4.41E-01		5.41E-02	PPM1L,PPP2R5C	
Notch Signaling	4.41E-01		5.41E-02	CNTN1,LFNG	
CTLA4 Signaling in Cytotoxic T Lymphocytes	4.41E-01		4.49E-02	CLTB,JAK2,PPM1L,PPP2R5C	
LPS/IL-1 Mediated Inhibition of RXR Function	4.46E-01		4.02E-02	ABCA1,ACSL3,CHST2,FABP7,IL1RAP,IL33,JUN,SLC35A2,TRAF6	
Ceramide Signaling	4.51E-01		4.55E-02	JUN,PPM1L,PPP2R5C,S1PR1	
Hematopoiesis from Multipotent Stem Cells	4.67E-01		8.33E-02	CSF1	
TWEAK Signaling	4.72E-01		5.71E-02	CASP3,NFKBIA	
Retinoic acid Mediated Apoptosis Signaling	4.72E-01		5.00E-02	CASP3,PARP11,TIPARP	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.73E-01		4.46E-02	ADCY8,CACNA2D1,GNG3,PLCE1,PRKCA	
HMGB1 Signaling	4.75E-01		4.24E-02	CCL2,ICAM1,IL11,IL17B,IL33,JUN,RHOJ	
HGF Signaling	4.81E-01		4.50E-02	GAB1,ITGA5,JUN,PRKCA,PTK2	
Role of JAK2 in Hormone-like Cytokine Signaling	4.89E-01		5.88E-02	JAK2,STAT1	
FGF Signaling	4.91E-01		4.76E-02	FGFR3,FGFR4,GAB1,PRKCA	
TR/RXR Activation	4.91E-01		4.76E-02	DIO2,ME1,NCOR1,RAB3B	
Th2 Pathway	4.93E-01		4.41E-02	ACVR1C,ICAM1,IL33,JAK2,JUN,S1PR1	
MSP-RON Signaling Pathway	4.97E-01		5.17E-02	CCL2,CSF1,JAK2	
Antioxidant Action of Vitamin C	5E-01		4.59E-02	JAK2,NFKBIA,PLAAT3,PLB1,PLCE1	
Pancreatic Adenocarcinoma Signaling	5E-01		4.59E-02	EGFR,HBEGF,JAK2,STAT1,VEGFA	
Virus Entry via Endocytic Pathways	5.18E-01		4.67E-02	CLTB,FLNC,ITGA5,ITSN1,PRKCA	
AMPK Signaling	5.21E-01		4.25E-02	ADRA2A,AK3,AK4,CFTR,DPF1,EIF4EBP1,PPM1L,PPP2R5C,RAB39A	
B Cell Receptor Signaling	5.24E-01		4.32E-02	BCL6,GAB1,JUN,NFKBIA,OCRL,PTK2,SYNJ1,SYNJ2	
4-1BB Signaling in T Lymphocytes	5.24E-01		6.25E-02	JUN,NFKBIA	
JAK/Stat Signaling	5.34E-01		5.00E-02	CEBPB,JAK2,JUN,STAT1	
Renal Cell Carcinoma Signaling	5.34E-01		5.00E-02	GAB1,JUN,PAK3,VEGFA	
Role of BRCA1 in DNA Damage Response	5.34E-01		5.00E-02	BABAM2,DPF1,GADD45A,STAT1	
Dendritic Cell Maturation	5.39E-01		4.37E-02	DDR2,ICAM1,IL33,JAK2,NFKBIA,PLCE1,STAT1,TRAF6	
G Protein Signaling Mediated by Tubby	5.43E-01		6.45E-02	GNG3,JAK2	
IL-3 Signaling	5.46E-01		5.06E-02	JAK2,JUN,PRKCA,STAT1	
IGF-1 Signaling	5.48E-01		4.81E-02	CCN1,IGFBP5,JAK2,JUN,PTK2	
Synaptic Long Term Potentiation	5.54E-01		4.65E-02	ADCY8,GRIN3A,GRM3,PLCE1,PPP1R3D,PRKCA	
IL-7 Signaling Pathway	5.58E-01		5.13E-02	BCL6,JUN,PTK2,STAT1	
TNFR2 Signaling	5.63E-01		6.67E-02	JUN,NFKBIA	
Endocannabinoid Neuronal Synapse Pathway	5.63E-01		4.69E-02	ADCY8,CACNA2D1,CNR1,FAAH,GRIN3A,PLCE1	
CD27 Signaling in Lymphocytes	5.66E-01		5.66E-02	CASP3,JUN,NFKBIA	
Lymphotoxin β Receptor Signaling	5.66E-01		5.66E-02	CASP3,NFKBIA,TRAF6	
Dopamine Receptor Signaling	5.7E-01		5.19E-02	ADCY8,PPM1L,PPP1R3D,PPP2R5C	
Sucrose Degradation V (Mammalian)	5.71E-01		1.11E-01	ALDOC	
Phospholipase C Signaling	5.76E-01		4.28E-02	ADCY8,ARHGEF2,ARHGEF9,GNG3,ITGA5,ITK,MYL2,MYLPF,PLCE1,PRKCA,RHOJ	
Neuropathic Pain Signaling In Dorsal Horn Neurons	5.79E-01		4.95E-02	GRIN3A,GRM3,KCNN2,PLCE1,PRKCA	
Atherosclerosis Signaling	5.82E-01		4.76E-02	CCL2,CSF1,ICAM1,IL33,PLAAT3,PLB1	
Erythropoietin Signaling	5.82E-01		5.26E-02	JAK2,JUN,NFKBIA,PRKCA	
Macropinocytosis Signaling	5.82E-01		5.26E-02	CSF1,ITGA5,PRKCA,USP6NL	
Gαi Signaling	5.91E-01		4.80E-02	ADCY8,ADRA2A,CNR1,GNG3,GRM3,S1PR1	
Angiopoietin Signaling	5.95E-01		5.33E-02	GRB14,NFKBIA,PAK3,PTK2	
Relaxin Signaling	5.96E-01		4.67E-02	ADCY8,ENPP6,GNG3,JUN,NFKBIA,SMPDL3A,VEGFA	
UVC-Induced MAPK Signaling	5.97E-01		5.88E-02	EGFR,JUN,PRKCA	
Airway Pathology in Chronic Obstructive Pulmonary Disease	6.15E-01		1.25E-01	MMP2	
Histidine Degradation III	6.15E-01		1.25E-01	MTHFD2	
G Beta Gamma Signaling	6.21E-01		4.92E-02	CACNA2D1,CAV2,EGFR,GNG3,HBEGF,PRKCA	
ATM Signaling	6.24E-01		5.15E-02	GADD45A,JUN,NFKBIA,PPM1L,PPP2R5C	
Amyotrophic Lateral Sclerosis Signaling	6.24E-01		5.15E-02	CAPN10,CASP3,GRIN3A,SLC1A2,VEGFA	
Gap Junction Signaling	6.24E-01		4.55E-02	ADCY8,EGFR,GJB1,GJB2,GJC2,PLCE1,PRKCA,TUBB2B,TUBB6	
Adrenomedullin signaling pathway	6.32E-01		4.57E-02	ADCY8,CASP3,CEBPB,IL33,KCNN2,MMP2,MYLK2,PLCE1,PTK2	
Ephrin B Signaling	6.35E-01		5.56E-02	EFNB2,GNG3,ITSN1,PTK2	
Th1 and Th2 Activation Pathway	6.36E-01		4.68E-02	ACVR1C,ICAM1,IL33,JAK2,JUN,NFIL3,S1PR1,STAT1	
Protein Ubiquitination Pathway	6.46E-01		4.40E-02	ANAPC5,CDC23,DNAJC10,DNAJC12,TRAF6,UCHL1,USP11,USP22,USP25,USP31,USP53,USP9X	
GABA Receptor Signaling	6.48E-01		5.26E-02	ABAT,ADCY8,CACNA2D1,GABRB1,KCNN2	
α-Adrenergic Signaling	6.48E-01		5.26E-02	ADCY8,ADRA2A,GNG3,PRKCA,SLC8A3	
Gluconeogenesis I	6.53E-01		7.69E-02	ALDOC,ME1	
G-Protein Coupled Receptor Signaling	6.53E-01		4.41E-02	ADCY8,ADRA2A,CNR1,DUSP6,ENPP6,GRM3,NFKBIA,PRKCA,PTGER4,RGS16,S1PR1,SMPDL3A	
Cholecystokinin/Gastrin-mediated Signaling	6.53E-01		5.04E-02	EGFR,IL33,JUN,PRKCA,PTK2,RHOJ	
Regulation of Actin-based Motility by Rho	6.6E-01		5.32E-02	ITGA5,MYL2,MYLPF,PAK3,RHOJ	
Triacylglycerol Degradation	6.65E-01		6.38E-02	DDHD2,FAAH,LIPG	
nNOS Signaling in Neurons	6.65E-01		6.38E-02	CAPN10,GRIN3A,PRKCA	
Phosphatidylcholine Biosynthesis I	6.65E-01		1.43E-01	CHPT1	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	6.78E-01		8.00E-02	PIP4K2A,PLCE1	
