© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->geneaFilteredOnlyMicroarray - 2019-06-10 05:22 PM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	geneaFilteredOnlyMicroarray - 2019-06-10 05:22 PM
Date	Mon Jun 10 14:22:28 PDT 2019
Analysis ID	17916753

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Human Gene 2.0 ST Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Mouse OR Human OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->geneaFilteredOnlyMicroarray - 2019-06-10 05:22 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Communication between Innate and Adaptive Immune Cells	-0E00	NaN	7.50E-02	TLR5,CSF2,HLA-A,HLA-DRB1,HLA-DRB5,IL33	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	NaN	8.14E-02	KLRD1,MICB,CSF2,HLA-A,HLA-DRB1,HLA-DRB5,IL2RB	
Cyclins and Cell Cycle Regulation	-0E00	NaN	5.00E-02	CCND2,HDAC4,HDAC9,WEE1	
DNA Double-Strand Break Repair by Non-Homologous End Joining	-0E00	NaN	7.14E-02	PRKDC,	
DNA Methylation and Transcriptional Repression Signaling	-0E00	NaN	6.25E-02	MECP2,DNMT3A	
Death Receptor Signaling	-0E00	NaN	6.74E-02	HSPB1,APAF1,PARP11,HSPB7,CASP3,ARHGDIB	
Dopamine Receptor Signaling	-0E00	NaN	8.00E-02	ADCY1,DRD1,COMT,CALY,ADCY8,PPP1R11	
EIF2 Signaling	-0E00	NaN	2.78E-02	FGFR3,TRIB3,RPL36AL,PIK3R5,PIK3C2B,GAB1	
ERK5 Signaling	-0E00	NaN	7.04E-02	FOS,EGFR,MAP3K8,GAB1,MEF2C	
Endocannabinoid Developing Neuron Pathway	-0E00	NaN	7.63E-02	ADCY1,FGFR3,MAPK4,CNR1,PIK3R5,RAP1GAP,PIK3C2B,GAB1,RAC2,ADCY8	
Endometrial Cancer Signaling	-0E00	NaN	8.00E-02	FGFR3,LEF1,PIK3R5,PIK3C2B,GAB1,APC2	
ErbB2-ErbB3 Signaling	-0E00	NaN	7.59E-02	JUN,FGFR3,PIK3R5,PIK3C2B,GAB1,ERBB3	
Estrogen Biosynthesis	-0E00	NaN	5.13E-02	AKR1C3,CYP2S1	
Estrogen Receptor Signaling	-0E00	NaN	3.68E-02	HIST1H3C,KAT2B,MED14,PRKDC,NCOA2	
Estrogen-Dependent Breast Cancer Signaling	-0E00	NaN	7.87E-02	JUN,FGFR3,FOS,EGFR,PIK3R5,PIK3C2B,GAB1	
Estrogen-mediated S-phase Entry	-0E00	NaN	3.85E-02	RBL1,	
FAT10 Signaling Pathway	-0E00	NaN	5.56E-02	UBD,	
FGF Signaling	-0E00	NaN	6.59E-02	FGFR3,PRKCA,MAP3K1,PIK3R5,PIK3C2B,GAB1	
FLT3 Signaling in Hematopoietic Progenitor Cells	-0E00	NaN	5.49E-02	FGFR3,PIK3R5,PIK3C2B,GAB1,EIF4EBP1	
FXR/RXR Activation	-0E00	NaN	5.74E-02	SAA1,FABP6,RARA,CLU,SERPINA1,NR5A2,IL33	
Fatty Acid Activation	-0E00	NaN	7.69E-02	ACSBG1,	
Fatty Acid β-oxidation I	-0E00	NaN	6.67E-02	ACSBG1,IVD	
GADD45 Signaling	-0E00	NaN	5.26E-02	CCND2,	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	NaN	7.73E-02	FGFR3,TUBB6,PIK3R5,PIK3C2B,GAB1,RAC2,RHOJ,TUBB4A,DIRAS3,GSN,MAP3K1,MAP3K8,TUBB2B,ACTN2	
Gαi Signaling	-0E00	NaN	8.00E-02	ADCY1,GABBR2,HTR1D,GNG3,CNR1,NPY1R,RAP1GAP,ADRA2A,ADCY8,GRM3	
Gαs Signaling	-0E00	NaN	7.55E-02	ADCY1,DRD1,HCK,GNG3,CNGA3,CNR1,ADCY8,HRH2	
HIPPO signaling	-0E00	NaN	4.76E-02	TP53BP2,DLG3,CD44,PPP1R11	
Hematopoiesis from Pluripotent Stem Cells	-0E00	NaN	2.70E-02	CSF2,	
Hereditary Breast Cancer Signaling	-0E00	NaN	6.58E-02	FGFR3,DPF1,UBD,PIK3R5,PIK3C2B,BRCA2,GAB1,HDAC4,HDAC9,WEE1	
Hypoxia Signaling in the Cardiovascular System	-0E00	NaN	4.23E-02	JUN,SLC2A4,NOS3	
IGF-1 Signaling	-0E00	NaN	7.76E-02	JUN,FGFR3,FOS,JAK2,PIK3R5,PIK3C2B,IGFBP3,SOCS6,GAB1	
IL-10 Signaling	-0E00	NaN	7.35E-02	JUN,FOS,IL1RL1,IL1RAP,IL33	
IL-17A Signaling in Airway Cells	-0E00	NaN	6.25E-02	FGFR3,JAK2,PIK3R5,PIK3C2B,GAB1	
IL-7 Signaling Pathway	-0E00	NaN	6.82E-02	JUN,FGFR3,IL7R,PIK3R5,PIK3C2B,GAB1	
Induction of Apoptosis by HIV1	-0E00	NaN	5.00E-02	CXCR4,APAF1,CASP3	
Inflammasome pathway	-0E00	NaN	5.00E-02	NEK7,	
Insulin Receptor Signaling	-0E00	NaN	7.59E-02	FGFR3,ASIC1,JAK2,SLC2A4,PIK3R5,PIK3C2B,SYNJ2,GAB1,EIF4EBP1,SYNJ1,PPP1R11	
Interferon Signaling	-0E00	NaN	5.56E-02	JAK2,MED14	
Intrinsic Prothrombin Activation Pathway	-0E00	NaN	2.50E-02	COL10A1,	
Iron homeostasis signaling pathway	-0E00	NaN	5.43E-02	FLVCR1,ATP6V0D2,EGFR,JAK2,BMP4,BMP1,BMP6	
LXR/RXR Activation	-0E00	NaN	7.63E-02	IL1RL1,SAA1,NOS2,CLU,CCL2,ABCA1,IL1RAP,SERPINA1,IL33	
Leukotriene Biosynthesis	-0E00	NaN	7.69E-02	MGST2,	
MIF-mediated Glucocorticoid Regulation	-0E00	NaN	6.25E-02	PLA2G4C,CD74	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	NaN	5.26E-02	GAPDH,	
Melanoma Signaling	-0E00	NaN	6.06E-02	FGFR3,PIK3R5,PIK3C2B,GAB1	
Melatonin Degradation I	-0E00	NaN	5.88E-02	SULT1C4,SULT1A1,CYP2S1	
Methionine Degradation I (to Homocysteine)	-0E00	NaN	5.26E-02	AHCYL2,	
Mitochondrial Dysfunction	-0E00	NaN	5.63E-02	BACE2,NDUFA12,CPT1A,CASP3,NDUFB11,TXNRD2,NDUFA4L2,XDH,NDUFAF2	
Mitotic Roles of Polo-Like Kinase	-0E00	NaN	1.59E-02	WEE1,	
Myc Mediated Apoptosis Signaling	-0E00	NaN	7.50E-02	FGFR3,APAF1,PIK3R5,CASP3,PIK3C2B,GAB1	
NER Pathway	-0E00	NaN	1.01E-02	RPA2,	
NGF Signaling	-0E00	NaN	6.30E-02	FGFR3,MAP3K1,MAP3K8,PIK3R5,PIK3C2B,GAB1,ROCK2,PLCG2	
NRF2-mediated Oxidative Stress Response	-0E00	NaN	7.96E-02	JUN,FGFR3,PRKCQ,GSTM3,PIK3R5,PIK3C2B,MGST2,GAB1,SLC35A2,FOS,PRKCA,DNAJC15,MAP3K1,AKR1A1,PRKCG,HERPUD1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	NaN	3.60E-02	HTRA3,HLA-A,PRSS33,TMPRSS2	
Nicotine Degradation II	-0E00	NaN	2.04E-02	CYP2S1,	
Nicotine Degradation III	-0E00	NaN	2.33E-02	CYP2S1,	
Notch Signaling	-0E00	NaN	8.11E-02	NOTCH1,DTX2,MAML3	
Nucleotide Excision Repair Pathway	-0E00	NaN	2.94E-02	RPA2,	
Oxidative Phosphorylation	-0E00	NaN	2.00E-02	NDUFA12,NDUFB11	
PEDF Signaling	-0E00	NaN	5.10E-02	FGFR3,PIK3R5,PIK3C2B,GAB1,ROCK2	
PFKFB4 Signaling Pathway	-0E00	NaN	2.17E-02	XDH,	
PI3K Signaling in B Lymphocytes	-0E00	NaN	6.72E-02	MALT1,JUN,FOS,SYK,PIK3AP1,ITPR3,PLCE1,PLCH1,PLCG2	
PI3K/AKT Signaling	-0E00	NaN	6.92E-02	JAK2,MAP3K8,SYNJ2,ITGA4,NOS3,GAB1,ITGA5,EIF4EBP1,SYNJ1	
PPAR Signaling	-0E00	NaN	7.00E-02	JUN,FOS,IL1RL1,PDGFD,IL1RAP,IL33,PDGFC	
PXR/RXR Activation	-0E00	NaN	3.33E-02	ALDH3A2,CPT1A	
Parkinson's Signaling	-0E00	NaN	6.25E-02	CASP3,	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	-0E00	NaN	7.69E-02	ALDH3A2,	
Phototransduction Pathway	-0E00	NaN	7.84E-02	RGR,CNGA3,GUCA1B,RGS9	
Primary Immunodeficiency Signaling	-0E00	NaN	4.65E-02	IL7R,CIITA	
Prostate Cancer Signaling	-0E00	NaN	5.77E-02	FGFR3,NKX3-1,LEF1,PIK3R5,PIK3C2B,GAB1	
Protein Ubiquitination Pathway	-0E00	NaN	4.56E-02	HSPB1,HSPA2,USP9X,HLA-A,HSPB7,DNAJC15,HSPA12A,USP31,UBD,HSPA4L,SACS,DNAJC12	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	NaN	5.81E-02	MALT1,JUN,FOS,MAP3K1,PLCG2	
Regulation of eIF4 and p70S6K Signaling	-0E00	NaN	4.35E-02	FGFR3,PIK3R5,PIK3C2B,ITGA4,GAB1,ITGA5,EIF4EBP1	
Remodeling of Epithelial Adherens Junctions	-0E00	NaN	7.69E-02	TUBB4A,TUBB6,TUBB2B,ACTN2,APC	
Renal Cell Carcinoma Signaling	-0E00	NaN	7.78E-02	JUN,FGFR3,FOS,UBD,PIK3R5,PIK3C2B,GAB1	
Retinoic acid Mediated Apoptosis Signaling	-0E00	NaN	7.02E-02	APAF1,PARP11,RARA,CASP3	
Role of BRCA1 in DNA Damage Response	-0E00	NaN	5.00E-02	DPF1,BABAM2,RBL1,BRCA2	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	NaN	3.85E-02	CSF2,IL33	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	NaN	4.88E-02	CCL2,IL33	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	NaN	7.32E-02	CSF2,CCL2,MMP13	
Role of JAK family kinases in IL-6-type Cytokine Signaling	-0E00	NaN	4.00E-02	JAK2,	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	-0E00	NaN	4.17E-02	JAK2,	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	-0E00	NaN	5.19E-02	FGFR3,PIK3R5,PIK3C2B,GAB1	
Role of PKR in Interferon Induction and Antiviral Response	-0E00	NaN	7.32E-02	APAF1,CASP3,RNASEL	
SAPK/JNK Signaling	-0E00	NaN	7.27E-02	JUN,FGFR3,MAP3K1,PIK3R5,PIK3C2B,GAB1,RAC2,DUSP4	
SPINK1 Pancreatic Cancer Pathway	-0E00	NaN	3.77E-02	CPA4,SPINK1	
Serotonin Receptor Signaling	-0E00	NaN	7.32E-02	ADCY1,HTR1D,ADCY8	
Sirtuin Signaling Pathway	-0E00	NaN	5.05E-02	JUN,NDUFA12,CPT1A,ABCA1,NDUFA4L2,NDUFAF2,HIST1H3C,MAPK4,NOS2,TIMM17B,PGK1,NOS3,NDUFB11,PRKDC	
Small Cell Lung Cancer Signaling	-0E00	NaN	5.75E-02	FGFR3,APAF1,PIK3R5,PIK3C2B,GAB1	
Stearate Biosynthesis I (Animals)	-0E00	NaN	6.98E-02	ACOT1,ACSBG1,LIPT2	
Sumoylation Pathway	-0E00	NaN	8.00E-02	JUN,FOS,DIRAS3,SENP7,DNMT3A,RAC2,RHOJ,ARHGDIB	
Superpathway of Melatonin Degradation	-0E00	NaN	5.45E-02	SULT1C4,SULT1A1,CYP2S1	
Systemic Lupus Erythematosus Signaling	-0E00	NaN	5.26E-02	JUN,FGFR3,FOS,HLA-A,PRPF4B,PIK3R5,PIK3C2B,GAB1,C8G,IL33,PLCG2	
T Helper Cell Differentiation	-0E00	NaN	4.62E-02	HLA-A,HLA-DRB1,HLA-DRB5	
TGF-β Signaling	-0E00	NaN	6.25E-02	JUN,FOS,ACVR1C,BMP4,ZNF423,SMAD9	
TWEAK Signaling	-0E00	NaN	6.06E-02	APAF1,CASP3	
Telomerase Signaling	-0E00	NaN	7.56E-02	FGFR3,EGFR,PIK3R5,IL2RB,PIK3C2B,GAB1,HDAC4,HDAC9,ETS2	
Th17 Activation Pathway	-0E00	NaN	2.38E-02	CSF2,JAK2	
Thyroid Cancer Signaling	-0E00	NaN	4.00E-02	LEF1,NTRK2	
Tight Junction Signaling	-0E00	NaN	7.78E-02	JUN,IGSF5,MYH7,MYL2,TIAM1,MYL9,CLDN1,CGN,CLDN6,CLDN16,FOS,CNKSR3,MYL7	
Unfolded protein response	-0E00	NaN	5.45E-02	HSPA2,CEBPB,XBP1	
Valine Degradation I	-0E00	NaN	5.56E-02	ABAT,	
Xenobiotic Metabolism Signaling	-0E00	NaN	7.61E-02	FGFR3,CHST2,NDST3,PRKCQ,GSTM3,PIK3R5,PIK3C2B,MGST2,GAB1,ALDH3A2,NOS2,PRKCA,SULT1C4,MAP3K1,MAP3K8,SULT1A1,HDAC4,ALDH1B1,PRKCG,CHST15,HS3ST4	
fMLP Signaling in Neutrophils	-0E00	NaN	7.69E-02	FGFR3,ITPR3,PRKCA,GNG3,PRKCQ,PIK3R5,PIK3C2B,GAB1,PRKCG,NCF2	
mTOR Signaling	-0E00	NaN	6.73E-02	FGFR3,PRKCQ,DDIT4,PIK3R5,PIK3C2B,GAB1,RAC2,RHOJ,PDGFC,DIRAS3,PRKCA,EIF4EBP1,VEGFC,PRKCG	
p38 MAPK Signaling	-0E00	NaN	7.02E-02	HIST1H3C,HSPB1,PLA2G4C,IL1RL1,HSPB7,IL1RAP,MEF2C,IL33	
tRNA Charging	-0E00	NaN	7.89E-02	GARS,SARS,MARS	
γ-glutamyl Cycle	-0E00	NaN	7.69E-02	CHAC1,	
γ-linolenate Biosynthesis II (Animals)	-0E00	NaN	5.88E-02	ACSBG1,	
Androgen Biosynthesis	1.94E-01	NaN	8.33E-02	AKR1C3,	
Hematopoiesis from Multipotent Stem Cells	1.94E-01	NaN	8.33E-02	CSF2,	
Acyl-CoA Hydrolysis	2.16E-01	NaN	9.09E-02	ACOT1,	
Glutathione-mediated Detoxification	2.26E-01	NaN	8.33E-02	GSTM3,MGST2	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.42E-01	NaN	1.00E-01	SOX2,	
Glucose and Glucose-1-phosphate Degradation	2.42E-01	NaN	1.00E-01	PGM1,	
Complement System	2.43E-01	NaN	8.33E-02	ITGAM,ITGB2,C8G	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	2.44E-01	NaN	8.70E-02	CSF2,CCL2	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	2.44E-01	NaN	8.70E-02	SYNJ2,SYNJ1	
Polyamine Regulation in Colon Cancer	2.63E-01	NaN	9.09E-02	OAZ1,APC	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.63E-01	NaN	9.09E-02	AK4,CMPK2	
Pancreatic Adenocarcinoma Signaling	2.66E-01	NaN	8.20E-02	FGFR3,EGFR,NOTCH1,JAK2,PIK3R5,PIK3C2B,BRCA2,GAB1,VEGFC,PDGFC	
IL-9 Signaling	2.67E-01	NaN	8.51E-02	FGFR3,PIK3R5,PIK3C2B,GAB1	
OX40 Signaling Pathway	2.67E-01	NaN	8.51E-02	JUN,HLA-A,HLA-DRB1,HLA-DRB5	
GDP-glucose Biosynthesis	2.72E-01	NaN	1.11E-01	PGM1,	
Leucine Degradation I	2.72E-01	NaN	1.11E-01	IVD,	
Prostanoid Biosynthesis	2.72E-01	NaN	1.11E-01	PTGDS,	
GM-CSF Signaling	2.72E-01	NaN	8.33E-02	FGFR3,HCK,CSF2,JAK2,PIK3R5,PIK3C2B,GAB1	
CTLA4 Signaling in Cytotoxic T Lymphocytes	2.77E-01	NaN	8.33E-02	FGFR3,SYK,HLA-A,JAK2,PIK3R5,PIK3C2B,GAB1,CLTCL1	
CCR3 Signaling in Eosinophils	2.78E-01	NaN	8.27E-02	FGFR3,PLA2G4C,ITPR3,PRKCA,GNG3,PRKCQ,PIK3R5,PIK3C2B,GAB1,ROCK2,PRKCG	
Melanocyte Development and Pigmentation Signaling	2.81E-01	NaN	8.33E-02	ADCY1,FGFR3,DCT,PIK3R5,PIK3C2B,TYRP1,GAB1,ADCY8,PLCG2	
FAT10 Cancer Signaling Pathway	2.81E-01	NaN	8.70E-02	ACVR1C,CXCR4,UBD,HOXB9	
NF-κB Signaling	2.82E-01	NaN	8.24E-02	FGFR3,TLR5,EGFR,KDR,PRKCQ,PIK3R5,PIK3C2B,GAB1,PLCG2,MALT1,BMP4,MAP3K1,MAP3K8,NTRK2,IL33	
Cysteine Biosynthesis III (mammalia)	2.84E-01	NaN	9.52E-02	CTH,AHCYL2	
Endoplasmic Reticulum Stress Pathway	2.84E-01	NaN	9.52E-02	XBP1,CASP3	
Glutathione Redox Reactions I	2.84E-01	NaN	9.52E-02	MGST2,GPX8	
CNTF Signaling	2.91E-01	NaN	8.57E-02	FGFR3,JAK2,PIK3R5,PIK3C2B,GAB1,LIFR	
Apelin Pancreas Signaling Pathway	3E-01	NaN	8.77E-02	FGFR3,PIK3R5,PIK3C2B,GAB1,APLN	
Actin Nucleation by ARP-WASP Complex	3.03E-01	NaN	8.70E-02	DIRAS3,ITGA4,ROCK2,RAC2,RHOJ,ITGA5	
Lymphotoxin β Receptor Signaling	3.03E-01	NaN	8.70E-02	FGFR3,APAF1,PIK3R5,CASP3,PIK3C2B,GAB1	
Sphingosine and Sphingosine-1-phosphate Metabolism	3.06E-01	NaN	1.25E-01	ASAH2,	
Sucrose Degradation V (Mammalian)	3.06E-01	NaN	1.25E-01	ALDOC,	
Superoxide Radicals Degradation	3.06E-01	NaN	1.25E-01	TYRP1,	
p70S6K Signaling	3.07E-01	NaN	8.45E-02	FGFR3,EGFR,SYK,PRKCA,PRKCQ,PIK3R5,PIK3C2B,PLCE1,GAB1,PLCH1,PRKCG,PLCG2	
Role of JAK2 in Hormone-like Cytokine Signaling	3.09E-01	NaN	9.38E-02	PRLR,JAK2,SOCS6	
iNOS Signaling	3.12E-01	NaN	9.09E-02	JUN,FOS,NOS2,JAK2	
CD40 Signaling	3.18E-01	NaN	8.75E-02	JUN,FGFR3,FOS,PIK3R5,PIK3C2B,GAB1,ICAM1	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.19E-01	NaN	8.70E-02	HCK,SYK,CSF2,PRKCA,PRKCQ,EZR,RAC2,PRKCG	
Ceramide Signaling	3.21E-01	NaN	8.65E-02	JUN,FGFR3,KSR1,FOS,MAP3K1,PIK3R5,PIK3C2B,GAB1,S1PR5	
Oncostatin M Signaling	3.28E-01	NaN	9.30E-02	CHI3L1,JAK2,TIMP3,MMP13	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.28E-01	NaN	9.30E-02	SMARCA1,NUDT18,AK4,CMPK2	
Role of p14/p19ARF in Tumor Suppression	3.28E-01	NaN	9.30E-02	FGFR3,PIK3R5,PIK3C2B,GAB1	
Hepatic Cholestasis	3.29E-01	NaN	8.52E-02	JUN,IL1RL1,FABP6,CSF2,RARA,PRKCQ,TNFSF9,SLCO1C1,NR5A2,ADCY1,PRKCA,IL1RAP,ADCY8,IL33,PRKCG	
T Cell Exhaustion Signaling Pathway	3.29E-01	NaN	8.52E-02	JUN,FGFR3,JAK2,KDR,PRKCQ,PIK3R5,PIK3C2B,GAB1,PLCG2,FOS,ACVR1C,HLA-A,HLA-DRB1,EOMES,HLA-DRB5	
Role of MAPK Signaling in the Pathogenesis of Influenza	3.3E-01	NaN	8.86E-02	PLA2G4C,PRKCA,PLA2G16,CCL2,CASP3,ABHD3,PLB1	
IL-1 Signaling	3.31E-01	NaN	8.79E-02	ADCY1,JUN,FOS,GNG3,MAP3K1,IL1RAP,GNA14,ADCY8	
PPARα/RXRα Activation	3.37E-01	NaN	8.57E-02	JUN,IL1RL1,JAK2,ABCA1,PLCE1,MEF2C,PLCH1,PLCG2,ADCY1,ACVR1C,PRKCA,IL1RAP,GNA14,ADCY8,CHD5	
Glucocorticoid Receptor Signaling	3.42E-01	NaN	8.43E-02	JUN,HSPA2,KAT2B,CSF2,PIK3R5,NR3C2,GAB1,KRT86,FOS,DPF1,MED14,KRT5,KRT83,FGFR3,KRT4,KRT85,JAK2,PIK3C2B,KRT18,CREBZF,NOS2,KRT6B,KRT81,MAP3K1,CEBPB,CCL2,ICAM1,POU2F2,NCOA2	
RANK Signaling in Osteoclasts	3.43E-01	NaN	8.82E-02	JUN,FGFR3,FOS,GSN,MAP3K1,MAP3K8,PIK3R5,PIK3C2B,GAB1	
Type I Diabetes Mellitus Signaling	3.43E-01	NaN	8.82E-02	NOS2,HLA-A,HLA-DRB1,APAF1,JAK2,HLA-DRB5,IL1RAP,CASP3,SOCS6	
Adenine and Adenosine Salvage III	3.48E-01	NaN	1.43E-01	ADA2,	
Ceramide Biosynthesis	3.48E-01	NaN	1.43E-01	SPTLC3,	
Phosphatidylethanolamine Biosynthesis II	3.48E-01	NaN	1.43E-01	CHKA,	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	3.48E-01	NaN	1.43E-01	ADA2,	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	3.48E-01	NaN	1.43E-01	CDA,	
Retinoate Biosynthesis I	3.49E-01	NaN	1.00E-01	DHRS3,AKR1C3,ADH4	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	3.49E-01	NaN	1.00E-01	DIO3,SULT1C4,SULT1A1	
Epithelial Adherens Junction Signaling	3.54E-01	NaN	8.72E-02	MYH7,EGFR,NOTCH1,LEF1,TUBB6,MYL2,MYL9,APC,TUBB4A,ACVR1C,TUBB2B,ACTN2,MYL7	
1D-myo-inositol Hexakisphosphate Biosynthesis II (Mammalian)	3.58E-01	NaN	1.11E-01	SYNJ2,SYNJ1	
D-myo-inositol (1,3,4)-trisphosphate Biosynthesis	3.58E-01	NaN	1.11E-01	SYNJ2,SYNJ1	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	3.58E-01	NaN	1.11E-01	CSF2,CCL2	
Fatty Acid α-oxidation	3.58E-01	NaN	1.11E-01	ALDH3A2,ALDH1B1	
Putrescine Degradation III	3.58E-01	NaN	1.11E-01	ALDH3A2,ALDH1B1	
Mechanisms of Viral Exit from Host Cells	3.64E-01	NaN	9.76E-02	SH3GL2,PRKCA,PRKCQ,PRKCG	
Pyrimidine Ribonucleotides Interconversion	3.64E-01	NaN	9.76E-02	SMARCA1,NUDT18,AK4,CMPK2	
Neurotrophin/TRK Signaling	3.67E-01	NaN	9.09E-02	JUN,FGFR3,FOS,PIK3R5,PIK3C2B,SPRY2,NTRK2,GAB1	
Non-Small Cell Lung Cancer Signaling	3.67E-01	NaN	9.09E-02	FGFR3,EGFR,ITPR3,PRKCA,PIK3R5,PIK3C2B,GAB1,RASSF5	
G Protein Signaling Mediated by Tubby	3.71E-01	NaN	1.03E-01	JAK2,GNG3,PLCG2	
TNFR2 Signaling	3.71E-01	NaN	1.03E-01	JUN,FOS,MAP3K1	
Pyridoxal 5'-phosphate Salvage Pathway	3.72E-01	NaN	9.38E-02	POMK,GRK5,DAPK1,MAP3K8,PRKCQ,PRPF4B	
