ProbeID	CD11b Log2FC	CD11b adjPval	Ensembl ID	Gene Name	GLT1 Log2FC	GLT1 adjPval	Comparison
1417971_at	-0.550518239931808	0.0329566473121225	ENSMUSG00000059791	Nrm	-0.680468365604337	0.0331097448988434	R6/2 12wk
1417985_at	-1.47025798977235	4.68972971360494e-06	ENSMUSG00000078202	Nrarp	-0.350160617405155	0.00116493509565338	R6/2 12wk
1418076_at	0.850841189346388	0.0335982116715162	ENSMUSG00000031995	St14	0.572796433076998	0.00374066194719683	R6/2 12wk
1418191_at	3.09592597759496	1.90849408836354e-16	ENSMUSG00000030107	Usp18	3.25348570565582	1.6757442341631e-12	R6/2 12wk
1418293_at	3.09135976420304	3.1590616049954e-15	ENSMUSG00000045932	Ifit2	0.441460304650244	0.0313420203914259	R6/2 12wk
1418324_at	-0.415977841269326	0.000486345047651948	ENSMUSG00000032244	Fem1b	0.155514585166875	0.0422164577996386	R6/2 12wk
1418457_at	1.70281503982919	0.00107799975057997	ENSMUSG00000021508	Cxcl14	-0.357510645348695	0.00306221240731377	R6/2 12wk
1418497_at	-0.581867137138298	0.0484448224153577	ENSMUSG00000031137	Fgf13	-0.539748033094826	0.0205030241890009	R6/2 12wk
1418537_at	-0.864848279194421	0.00635221044749762	ENSMUSG00000052605	Isoc2b	-0.698888947941121	0.000848569198441647	R6/2 12wk
1418580_at	3.00268876327868	4.07595991593023e-16	ENSMUSG00000033355	Rtp4	2.27641833462255	1.56366883766878e-10	R6/2 12wk
1418648_at	1.23605914491016	0.000935133306415414	ENSMUSG00000035105	Egln3	0.49255151481343	0.00529394523516387	R6/2 12wk
1418754_at	-1.64937707612933	0.00386601485908513	ENSMUSG00000022376	Adcy8	-1.35568166984675	0.000112362966613714	R6/2 12wk
1418825_at	1.05755645228479	1.20332319009475e-09	ENSMUSG00000046879	Irgm1	0.859690461962355	4.64947486736869e-05	R6/2 12wk
1418930_at	0.976790674156584	0.00464667211854169	ENSMUSG00000034855	Cxcl10	1.5847081775649	0.000122790557095498	R6/2 12wk
1418937_at	-1.44651732714004	0.0300825766027984	ENSMUSG00000007682	Dio2	-0.742404878616002	9.08258808407287e-06	R6/2 12wk
1419042_at	2.42224491227602	3.72862129935508e-06	ENSMUSG00000054072	Iigp1	1.29050139902517	0.00180604084648554	R6/2 12wk
1419043_a_at	2.01845944337682	0.000159009969468373	ENSMUSG00000054072	Iigp1	1.39614445605451	0.0027683852444785	R6/2 12wk
1419173_at	-0.572729680211475	0.0161094113643887	ENSMUSG00000023262	Acy1	-0.777257444901437	1.12910710478494e-06	R6/2 12wk
1419676_at	1.16583881355793	4.23717322658917e-05	ENSMUSG00000023341	Mx2	1.66447235539859	2.87839413758889e-09	R6/2 12wk
1419697_at	1.40166959146562	0.00104835061026095	ENSMUSG00000060183	Cxcl11	-0.552378464541872	0.0268002833121256	R6/2 12wk
1419714_at	1.02450490363408	0.00063986875705531	ENSMUSG00000016496	Cd274	0.96733557326353	0.000442056019574149	R6/2 12wk
1419879_s_at	0.369672489544667	0.0419536425932732	ENSMUSG00000000275	Trim25	1.0688635145955	2.05040932716663e-07	R6/2 12wk
1419905_s_at	0.36786266917596	0.00399511678271762	ENSMUSG00000031613	Hpgd	3.06252241145941	7.25858969564215e-11	R6/2 12wk
1420637_at	-0.580096319527834	0.0359335976134839	ENSMUSG00000025742	Prps2	-0.706597985819601	0.00213251417285676	R6/2 12wk
1420909_at	1.05262977914598	0.0206350712798051	ENSMUSG00000023951	Vegfa	-0.833956299694782	3.04854509884297e-07	R6/2 12wk
1420915_at	0.697463838768543	7.92227348383175e-08	ENSMUSG00000026104	Stat1	0.786267967882489	1.32252265903512e-06	R6/2 12wk
1420936_s_at	-0.45848247946023	0.0228826223217563	ENSMUSG00000041781	Cpsf2	-0.393163169011935	0.0199970238747274	R6/2 12wk
1420953_at	-0.356622944157543	0.0384561928348312	ENSMUSG00000029106	Add1	-0.48121765936915	0.000632220899689551	R6/2 12wk
1420965_a_at	-0.305816490659224	0.0180477977770843	ENSMUSG00000041773	Enc1	1.37650660630637	1.56201928571948e-05	R6/2 12wk
1421009_at	2.51607468225856	5.45197352572494e-08	ENSMUSG00000020641	Rsad2	0.980304130110424	0.00313238022026562	R6/2 12wk
1421073_a_at	1.46763577868404	0.00215680424543894	ENSMUSG00000039942	Ptger4	-1.30118432194789	2.42777024648939e-05	R6/2 12wk
1421192_a_at	-0.703656978171656	0.039735008980775	ENSMUSG00000022957	Itsn1	-0.401974246732595	0.025675873295986	R6/2 12wk
1421322_a_at	0.880318314740911	1.92230421871325e-08	ENSMUSG00000002325	Irf9	1.43760383616268	4.87058435754444e-08	R6/2 12wk
1421861_at	-0.285131615452372	0.00361031123253126	ENSMUSG00000039953	Clstn1	0.149543003728805	0.0456345088555177	R6/2 12wk
1421911_at	1.0468828563969	7.85143950796192e-09	ENSMUSG00000040033	Stat2	0.366051225535283	0.0167157057830725	R6/2 12wk
1422005_at	1.024585006851	2.15039168731973e-06	ENSMUSG00000024079	Eif2ak2	0.663274409794523	0.000760742158472404	R6/2 12wk
1422103_a_at	-0.305586705620737	0.0054330007601282	ENSMUSG00000020919	Stat5b	0.305178163951711	0.00408852962168522	R6/2 12wk
1422452_at	-1.18140711649302	0.00232937296637325	ENSMUSG00000030847	Bag3	-0.392601292176787	0.0463837729578052	R6/2 12wk
1422533_at	-0.824862608227905	0.0339529489147948	ENSMUSG00000001467	Cyp51	-1.46936953721729	0.000373563633444038	R6/2 12wk
1422571_at	-0.841697295982924	0.0444820272038675	ENSMUSG00000023885	Thbs2	1.84674339904716	6.83421803403918e-06	R6/2 12wk
1422592_at	-0.54419383401404	0.00613715627840245	ENSMUSG00000022240	Ctnnd2	-0.203966943737765	0.0309262595458252	R6/2 12wk
1422597_at	-0.539890170729683	0.0445646534780133	ENSMUSG00000031790	Mmp15	-0.886070616955873	4.21627245286012e-05	R6/2 12wk
1422758_at	1.16849370840282	0.000830906838533196	ENSMUSG00000033350	Chst2	-0.623527030038076	0.00370330047664952	R6/2 12wk
1423166_at	1.12831077769353	0.00758228495131825	ENSMUSG00000002944	Cd36	0.678682352983942	0.0221376041548146	R6/2 12wk
1423231_at	-1.25974154338304	0.013037269622017	ENSMUSG00000053310	Nrgn	-0.896882372428068	0.00963832562081139	R6/2 12wk
1423362_at	-0.325410135242919	0.0399862760500082	ENSMUSG00000068747	Sort1	-0.224040820748296	0.0273844959463674	R6/2 12wk
1423549_at	-1.16458392878557	0.00498507067470581	ENSMUSG00000020142	Slc1a4	-0.596938226411446	0.00292877407692489	R6/2 12wk
1423555_a_at	3.23232543111705	0.000265315003187912	ENSMUSG00000028037	Ifi44	2.28614386997314	3.95976215379601e-05	R6/2 12wk
1423586_at	2.40464667914733	3.93596101614775e-09	ENSMUSG00000002602	Axl	-0.655402756076604	8.04612468809457e-05	R6/2 12wk
1423680_at	-0.614796573423259	0.00241098893623456	ENSMUSG00000010663	Fads1	-0.527378066413418	1.45171632609725e-05	R6/2 12wk
1423726_at	0.660409737845137	0.047928142588134	ENSMUSG00000034993	Vat1	0.624389099028846	0.00285465011200644	R6/2 12wk
1424119_at	-0.367346327726159	0.0135256791160571	ENSMUSG00000029513	Prkab1	0.517312438327751	0.00235031940841664	R6/2 12wk
1424208_at	1.12265516469918	0.000984577271287552	ENSMUSG00000039942	Ptger4	-1.61587192225151	2.44172559959404e-05	R6/2 12wk
1424219_at	-0.656551359811029	0.0240155706529532	ENSMUSG00000018405	Mrm1	-0.33370897626917	0.0302855166359519	R6/2 12wk
1424318_at	-0.915712194403818	0.0016095547642586	ENSMUSG00000042363	Lgalsl	-0.353851763635856	0.00159344586116973	R6/2 12wk
1424339_at	1.53099544358028	5.42975872646194e-05	ENSMUSG00000041827	Oasl1	1.15315555085617	0.00143309478417533	R6/2 12wk
1424374_at	-1.29502627797916	0.0369898622672236	ENSMUSG00000054435	Gimap4	-0.664704397087999	0.0109669617152307	R6/2 12wk
1424617_at	0.560247370984655	0.00659010408212814	ENSMUSG00000010358	Ifi35	0.974628768988247	0.00028490422299355	R6/2 12wk
1424652_at	-0.502555243029191	0.0456389133787691	ENSMUSG00000035104	Eva1a	-0.472057336659676	0.00305578009152282	R6/2 12wk
1424655_at	-0.352480157903134	0.0269322501790911	ENSMUSG00000002103	Acp2	-0.305792036939883	0.0356574493700393	R6/2 12wk
1424834_s_at	-0.381562543255747	0.048093370501469	ENSMUSG00000030287	Itpr2	-0.29596513332735	0.0321698499768212	R6/2 12wk
1424854_at	1.90643275669157	4.00824481800559e-09	ENSMUSG00000060639	Hist1h4i	0.560159271249873	0.0223094999877609	R6/2 12wk
1424921_at	1.18939949355311	0.00020535175754298	ENSMUSG00000046718	Bst2	1.45915234707852	2.44573300872432e-06	R6/2 12wk
1424987_at	1.4329159894769	0.000422563329016011	ENSMUSG00000052688	Rab7b	-1.01532761202226	0.00067527838149421	R6/2 12wk
1425099_a_at	-0.658378535543021	0.00144806300911396	ENSMUSG00000055116	Arntl	-0.610090718413657	0.000166080395670865	R6/2 12wk
1425119_at	1.1495949003818	6.7310224611857e-05	ENSMUSG00000029605	Oas1b	1.70861636440967	7.43629773641367e-09	R6/2 12wk
1425154_a_at	1.28013541390997	0.000713700431428793	ENSMUSG00000014599	Csf1	0.446701274995797	0.00828321246014578	R6/2 12wk
1425155_x_at	1.60290858181736	3.3711879878772e-05	ENSMUSG00000014599	Csf1	0.536215884989057	0.00431612569142423	R6/2 12wk
1425405_a_at	0.89738474558025	0.000321467362120069	ENSMUSG00000027951	Adar	0.726862973441159	0.000642306518446215	R6/2 12wk
1425420_s_at	1.00673293674147	0.0258155166026895	ENSMUSG00000021959	Lats2	0.585008685467976	0.0244770566100221	R6/2 12wk
1425534_at	-1.06335071968713	0.00635221044749762	ENSMUSG00000025920	Stau2	-1.61050458609502	4.76204363071858e-07	R6/2 12wk
1425567_a_at	0.796133641827462	2.27605594593874e-05	ENSMUSG00000027712	Anxa5	0.435548269617307	5.31504979426069e-06	R6/2 12wk
1425833_a_at	-1.11740742852372	0.0199472708359516	ENSMUSG00000028785	Hpca	-0.893165879487249	0.00548146614463646	R6/2 12wk
1425868_at	0.873103236716754	0.015647256765374	ENSMUSG00000050936	Gm42743	1.51213587227515	1.42589029038614e-05	R6/2 12wk
1425974_a_at	0.494331159536578	0.0379086730169159	ENSMUSG00000000275	Trim25	1.1611747562841	1.46643500217705e-08	R6/2 12wk
1426105_a_at	-0.764227488804549	0.00885908060553569	ENSMUSG00000012126	Ubxn11	0.445222315785698	0.0204730545871619	R6/2 12wk
1426133_a_at	0.327213379660179	0.0420732390831925	ENSMUSG00000026088	Mitd1	0.387451421714406	0.00661908947492262	R6/2 12wk
1426167_a_at	-0.666760886734981	0.0332793102130693	ENSMUSG00000038128	Camk4	-0.769373871871696	0.00630758785754171	R6/2 12wk
1426276_at	0.793269607936827	0.00232937296637325	ENSMUSG00000026896	Ifih1	1.40944139681124	1.08167934073642e-05	R6/2 12wk
1426278_at	2.88067928874604	1.49102604695359e-12	ENSMUSG00000079017	Ifi27l2a	2.98565810935255	1.08481678978443e-09	R6/2 12wk
1426479_a_at	-0.416622373496523	0.00667981956783486	ENSMUSG00000023973	Cnpy3	-0.401746085395487	0.000637225480158851	R6/2 12wk
1426519_at	-0.656622142243168	0.0146929211066652	ENSMUSG00000019916	P4ha1	-0.683979995896984	0.0385192990198117	R6/2 12wk
1426539_at	-0.456350724668177	0.0298542851117035	ENSMUSG00000031066	Usp11	0.658609689477601	2.97929720638806e-07	R6/2 12wk
1426774_at	0.642073057675709	5.07111696682054e-07	ENSMUSG00000038507	Parp12	0.731551213069304	1.19284807970808e-08	R6/2 12wk
1426778_at	-0.354231089821225	0.0431832558484901	ENSMUSG00000039952	Dag1	-0.296374859165603	0.00565611587662922	R6/2 12wk
1426865_a_at	1.59256536164515	0.0142543748705593	ENSMUSG00000039542	Ncam1	0.319910994309494	0.000144643845991542	R6/2 12wk
1427002_s_at	-0.553762293423585	0.048093370501469	ENSMUSG00000020604	Arsg	-0.957739637268007	0.000156305524731638	R6/2 12wk
1427029_at	1.10441705860753	0.000251490369681051	ENSMUSG00000029096	Htra3	1.33077530774728	8.70783346871509e-06	R6/2 12wk
1427226_at	-0.402310037975315	0.036120035463707	ENSMUSG00000001036	Epn2	-0.38592843098451	0.00743087993124304	R6/2 12wk
1427411_s_at	-0.775664678516953	0.016353064038688	ENSMUSG00000097589	Dleu2	0.50412390940351	0.0447319923544748	R6/2 12wk
1427416_x_at	-0.455952610291279	0.0194650296411276	ENSMUSG00000053716	Dusp7	-0.597561625117759	0.0162580856037844	R6/2 12wk
1427711_a_at	-0.51882218393175	0.0499368478399855	ENSMUSG00000074272	Ceacam1	-1.10215917518268	0.000909601861029612	R6/2 12wk
1428221_at	-0.994725427690094	0.000555533137915255	ENSMUSG00000032609	Klhdc8b	-0.468837587932168	0.0178458302211473	R6/2 12wk
1428284_at	-0.387700313147246	0.0269061822904029	ENSMUSG00000061411	Nol4l	-0.669113358865795	5.92135352820863e-05	R6/2 12wk
1428328_at	-0.348812322790023	0.040301781512055	ENSMUSG00000016619	Nup50	-0.226581107919563	0.0178694809659678	R6/2 12wk
1428378_at	0.592130951009047	0.0063041640933492	ENSMUSG00000029826	Zc3hav1	1.78338266317268	7.68892094120851e-06	R6/2 12wk
1428578_s_at	0.3710204384909	0.0189425570519351	ENSMUSG00000026458	Ppfia4	0.96690434572542	0.00542696136724179	R6/2 12wk
1428644_at	-0.52488627259646	0.000848767942341215	ENSMUSG00000036155	Mgat5	-0.889994770652175	4.49131390921984e-05	R6/2 12wk
1428789_at	-0.362713368245139	0.0421403685483697	ENSMUSG00000026594	Ralgps2	0.906055817981006	9.25013099082772e-07	R6/2 12wk
1429212_a_at	-0.65873263142974	0.0146929211066652	ENSMUSG00000064307	Lrrc51	-1.03399280617674	0.000138689930881005	R6/2 12wk
1429360_at	-0.562168133132223	0.00383976955089494	ENSMUSG00000029178	Klf3	-0.490441111397431	0.00489398094240524	R6/2 12wk
1429614_at	-0.500170424703967	0.00278109100603944	ENSMUSG00000039449	Prpf18	0.473454403778134	0.00276274200460293	R6/2 12wk
1429727_at	-0.902872612357629	0.0118977703217278	ENSMUSG00000037762	Slc16a9	-0.504443753062203	0.0335800930461358	R6/2 12wk
1430421_a_at	0.925332240437321	0.000245274865074626	ENSMUSG00000040883	Tmem205	-0.475554136312502	9.20702077297211e-06	R6/2 12wk
1431320_a_at	0.99051328255736	0.00112635045802321	ENSMUSG00000034593	Myo5a	0.552697872571412	0.0106288488649792	R6/2 12wk
1431416_a_at	-0.511138451022036	0.0289366430009025	ENSMUSG00000053062	Jam2	-0.762390585538007	1.31187476429887e-05	R6/2 12wk
1431417_at	-0.560025812956145	0.0454874238149669	ENSMUSG00000053062	Jam2	-0.681292788451577	0.0175664019420683	R6/2 12wk
1431591_s_at	1.96145027225688	1.14526398349779e-08	ENSMUSG00000035692	Isg15	0.885825126336777	0.0084148239478367	R6/2 12wk
1432162_s_at	-0.785751015910732	0.0420304342901323	ENSMUSG00000074925	Ptar1	-0.491931055150693	0.0431160978017791	R6/2 12wk
1433588_at	0.273188262924767	0.0462714128845797	ENSMUSG00000024104	Washc2	-0.202032397622373	0.018600566422326	R6/2 12wk
1433600_at	-1.29169205952071	0.000439192012307933	ENSMUSG00000033717	Adra2a	-1.14086474817124	8.35866320298568e-06	R6/2 12wk
1433601_at	-1.08052007590768	0.004526841963804	ENSMUSG00000033717	Adra2a	-1.31179993537638	0.00223249524307111	R6/2 12wk
1433623_at	0.512126637915433	0.0301186038510883	ENSMUSG00000044934	Zfp367	0.33895252724534	0.0173566201357988	R6/2 12wk
1433670_at	-0.712860728421427	0.0260455894427159	ENSMUSG00000022505	Emp2	-0.724019931179459	4.76009302692625e-06	R6/2 12wk
1433915_s_at	-0.321541710965418	0.0420304342901323	ENSMUSG00000001036	Epn2	-0.347423004552326	0.00498441470733541	R6/2 12wk
1434008_at	-1.17857317184828	0.0215923491147301	ENSMUSG00000046480	Scn4b	-1.30998511450756	0.0109669617152307	R6/2 12wk
1434015_at	1.71231108280015	2.22364140203458e-07	ENSMUSG00000036067	Slc2a6	-0.437762114831723	0.0399033975297476	R6/2 12wk
1434268_at	0.720696877822679	9.60576502695251e-05	ENSMUSG00000027951	Adar	0.500175055342542	0.00865975716475265	R6/2 12wk
1434287_at	-0.559565310463512	0.00137743375098528	ENSMUSG00000031467	Agpat5	-0.409236447741694	0.000712753212927004	R6/2 12wk
1434301_at	-0.384474742538467	0.0458793547817145	ENSMUSG00000072568	Fam84b	-0.450259193023806	0.021139789611311	R6/2 12wk
1434353_at	-1.0036450382016	0.0276317864717403	ENSMUSG00000061186	Sfmbt2	1.12143019203001	0.000377850939955214	R6/2 12wk
1434504_at	0.950024711654131	0.0253209154668202	ENSMUSG00000037224	Zfyve28	0.565864267932284	0.0273844959463674	R6/2 12wk
1434506_at	-0.402259659504335	0.0237077115525572	ENSMUSG00000033237	Arid2	0.352251095950104	0.00414469593048839	R6/2 12wk
1434596_at	-0.751835617221833	0.0208168212887418	ENSMUSG00000021451	Sema4d	-0.841521000337744	0.00175501190022432	R6/2 12wk
1434609_at	-0.499079280703915	0.0473031556117325	ENSMUSG00000040325	Dcaf1	0.342485560571768	0.0266000510901418	R6/2 12wk
1434712_at	-0.304295813665679	0.0490428563281612	ENSMUSG00000022412	Mief1	-0.181038617019041	0.0472969042994737	R6/2 12wk
1434795_at	-0.728447318830975	0.0021679022488737	ENSMUSG00000030768	Disp1	-0.56530744134356	0.00526397081121254	R6/2 12wk
1434804_at	-0.392379397061006	0.0134885074612496	ENSMUSG00000033769	Exoc6b	-0.259213744664757	0.0221347317318643	R6/2 12wk
1434887_at	-0.444169038198131	0.0142543748705593	ENSMUSG00000062661	Ncs1	-0.528085880595405	0.00155749469792436	R6/2 12wk
1434919_at	-0.447780750265123	0.00298410124620138	ENSMUSG00000042410	Agps	0.335692954431124	0.0175972541695068	R6/2 12wk
1435069_at	0.991031325033819	0.00642147677439698	ENSMUSG00000087150	BC064078	-0.871677607246085	0.000364071433494114	R6/2 12wk
1435208_at	0.227716208577542	0.047284323674734	ENSMUSG00000049502	Dtx3l	1.03642424564487	2.74589185848303e-07	R6/2 12wk
1435454_a_at	2.34733645895647	3.93596101614775e-09	ENSMUSG00000027580	Helz2	1.12073229035993	0.027165196445206	R6/2 12wk
1435672_at	0.882115070202878	0.00817513489321425	ENSMUSG00000030657	Xylt1	-0.395930457501803	0.000566970533026964	R6/2 12wk
1435781_at	-0.496906086668792	0.00915838411832479	ENSMUSG00000020114	Cand1	-0.356037715972292	0.0189339104069756	R6/2 12wk
1435786_at	-0.61283310354946	0.0444820272038675	ENSMUSG00000026455	Klhl12	0.516866704272082	0.0091458905995942	R6/2 12wk
1435787_at	-0.505625332697226	0.0105745430740173	ENSMUSG00000027784	Ppm1l	0.379984811303729	0.0287630661019876	R6/2 12wk
1435830_a_at	2.15245871072416	5.26081785263226e-05	ENSMUSG00000052688	Rab7b	-0.642779879821058	0.0012042981148987	R6/2 12wk
1435842_at	-0.496475964991355	0.0408599170732661	ENSMUSG00000048142	Nat8l	-0.427225184315118	0.00513939466731045	R6/2 12wk
1435909_at	0.648900227554946	0.0346908327644964	ENSMUSG00000073374	C030034I22Rik	0.589654365110197	0.0208812941307584	R6/2 12wk
1436051_at	0.620282353920851	0.0111405081409072	ENSMUSG00000034593	Myo5a	0.642830116638288	0.000111631973274722	R6/2 12wk
1436058_at	2.47497208697543	1.43843166887454e-08	ENSMUSG00000020641	Rsad2	0.931399117239755	0.00221873883202201	R6/2 12wk
1436067_at	-0.710225432265481	0.0105745430740173	ENSMUSG00000069114	Zbtb10	0.583178140387071	9.63207657883655e-05	R6/2 12wk
1436119_at	-1.21825237453172	2.86596224084682e-05	ENSMUSG00000020256	Aldh1l2	-0.79026400901749	0.00616077446711714	R6/2 12wk
1436275_at	-1.067955395352	0.00298410124620138	ENSMUSG00000025221	Kcnip2	-0.854899361356768	0.00994180708098669	R6/2 12wk
1436325_at	-0.594925561593024	0.021190871182912	ENSMUSG00000032238	Rora	-0.951281720942792	1.37163941718639e-05	R6/2 12wk
1436331_at	-0.506055136595121	0.0105745430740173	ENSMUSG00000020220	Vps13d	0.518965149521499	0.000794821032189541	R6/2 12wk
1436355_at	-0.970730859557102	0.0010925506524868	ENSMUSG00000044788	Fads6	-0.876999331355274	1.04541466820404e-06	R6/2 12wk
1436562_at	0.901623348699305	0.000616181834945576	ENSMUSG00000040296	Ddx58	1.93767567525341	1.29038969645094e-09	R6/2 12wk
1436876_at	-0.896862783338926	0.00153046239950091	ENSMUSG00000021719	Rgs7bp	-0.58317722408019	0.0107315739552271	R6/2 12wk
1437176_at	1.9970358777204	2.75885489968563e-07	ENSMUSG00000074151	Nlrc5	2.04812992895013	4.35439182589423e-05	R6/2 12wk
1437308_s_at	1.25287848431759	0.00719324497516241	ENSMUSG00000048376	F2r	0.908468905786966	9.14021034914253e-05	R6/2 12wk
1437402_x_at	-0.555699392273397	0.00498507067470581	ENSMUSG00000047554	Tmem41b	-0.432984801262032	3.62165030010586e-06	R6/2 12wk
1437462_x_at	-1.21709940480237	0.0152870023725292	ENSMUSG00000031790	Mmp15	-0.875872993844867	0.00104875100816599	R6/2 12wk
1438024_at	-0.362451157506385	0.0350075450329706	ENSMUSG00000021371	Mcur1	-0.276011909441825	0.00604546277833288	R6/2 12wk
1438040_a_at	-0.296449246664318	0.0254363532682067	ENSMUSG00000020048	Hsp90b1	-0.622101705111662	2.05757610045528e-05	R6/2 12wk
1438117_x_at	-0.593224976307198	0.00222698478468139	ENSMUSG00000047554	Tmem41b	-0.509969815067871	1.00268887463601e-07	R6/2 12wk
1438269_at	-0.501223173372207	0.0363341880799302	ENSMUSG00000040433	Zbtb38	-0.329162266278816	0.030758571867004	R6/2 12wk
1438402_at	-0.786077850249523	0.036120035463707	ENSMUSG00000050530	Fam171a1	-0.578371183563302	0.00479188322464602	R6/2 12wk
1438790_x_at	-0.429259788539058	0.0194990534301702	ENSMUSG00000047554	Tmem41b	-0.433611368974065	1.3578726044046e-07	R6/2 12wk
1438855_x_at	0.574426216929625	0.0142543748705593	ENSMUSG00000021281	Tnfaip2	-1.589824234777	1.25626412226044e-05	R6/2 12wk
1439014_at	-1.15950869835956	0.000240972686112722	ENSMUSG00000051065	Mb21d2	0.381836910835212	0.000805725094923831	R6/2 12wk
1439060_s_at	-0.436735519278386	0.0408251284872	ENSMUSG00000041895	Wipi1	-0.277736690151423	0.0170995185329821	R6/2 12wk
1439114_at	0.830691217628749	0.00209515153363503	ENSMUSG00000037921	Ddx60	2.60481872049408	2.11772481387641e-11	R6/2 12wk
1439163_at	1.33631161493037	0.0174365705651165	ENSMUSG00000066687	Zbtb16	1.12753609502555	0.000471042018037046	R6/2 12wk
1439493_at	-0.597757014437747	0.0404893061021647	ENSMUSG00000071064	Zfp827	0.349409391430511	0.0487569786482351	R6/2 12wk
1439671_at	-0.606549711721011	0.00582656603401473	ENSMUSG00000112332	4930466K18Rik	0.383939328585827	0.0192803289569325	R6/2 12wk
1439959_at	-0.683629657777661	0.0290522008753011	ENSMUSG00000042826	Fgf11	-0.744163664573766	0.000334446858549837	R6/2 12wk
1440195_at	-0.700291084596443	0.000265315003187912	ENSMUSG00000036371	Serbp1	-0.550264078452733	0.0067605179780837	R6/2 12wk
1440866_at	0.922676949341733	9.49463244483808e-05	ENSMUSG00000024079	Eif2ak2	0.683645752364182	0.000776363756587081	R6/2 12wk
1440899_at	-0.543578842629334	0.0458390784414455	ENSMUSG00000028088	Fmo5	-0.519792330605148	0.02617426330676	R6/2 12wk
