Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	X	ensembl_gene_id	external_gene_name	gene_biotype	description	percentage_gene_gc_content
1451286_s_at	0.335182928270079	12.1408754013347	3.21043249031559	0.00300243027589736	0.0357220582282205	-1.8524419824498	31211	ENSMUSG00000030795	Fus	protein_coding	RNA-binding protein FUS  [Source:UniProtKB/Swiss-Prot;Acc:P56959]	42.54
1451214_at	-0.600838240940918	12.1299995460266	-3.01144342138999	0.00503046641547591	0.0485391859688355	-2.32128514271497	31560	ENSMUSG00000059486	Kbtbd2	protein_coding	kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]	41.21
1438001_x_at	0.451350090112589	12.1239930808003	3.12986790199629	0.00370599289655491	0.0404689836417129	-2.0441230229093	22587	ENSMUSG00000005873	Reep5	protein_coding	receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152]	46.9
1448416_at	-0.492117321362725	12.1233049798284	-3.39679799603742	0.00183090631876198	0.0275025686623873	-1.40010156863879	28155	ENSMUSG00000030218	Mgp	protein_coding	matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976]	44.02
1425028_a_at	-0.53162755634424	12.1103375132838	-3.79959281053459	0.000609305859934511	0.0154826390651678	-0.385894253200544	9859	ENSMUSG00000028464	Tpm2	protein_coding	tropomyosin 2, beta [Source:MGI Symbol;Acc:MGI:98810]	52.89
1416134_at	0.957236667887839	12.1028225165588	3.00985343856353	0.00505098027851011	0.0486357436652279	-2.32496758001848	543	ENSMUSG00000006651	Aplp1	protein_coding	amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]	53.61
1436499_at	-0.523087176187261	12.0940873512236	-3.18714116154154	0.00319152676484514	0.0369609527416694	-1.90810791432447	21199	ENSMUSG00000040451	Sgms1	protein_coding	Phosphatidylcholine:ceramide cholinephosphotransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8VCQ6]	43.86
1452646_at	-0.576863963390323	12.0891348195192	-3.92797154645536	0.000425880603876114	0.0127343112769171	-0.0539125417700914	32942	ENSMUSG00000038375	Trp53inp2	protein_coding	Tumor protein p53-inducible nuclear protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q8CFU8]	51.18
1426246_at	-0.516908011187951	12.0866086530683	-3.02322399573189	0.00488091203307614	0.0476170081752175	-2.29396835695677	11763	ENSMUSG00000022912	Pros1	protein_coding	protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733]	39.37
1423035_s_at	-0.26657779531871	12.0822878191673	-3.10817964229028	0.00392068467218365	0.0418773433451705	-2.09530039454089	7694	ENSMUSG00000020803	Txndc17	protein_coding	thioredoxin domain containing 17 [Source:MGI Symbol;Acc:MGI:1289248]	40.95
1454731_at	-0.576688860772689	12.058539038592	-3.98821458597672	0.000359614806610885	0.0116288881710068	0.10309917107478	34610	ENSMUSG00000022272	Myo10	protein_coding	Mus musculus myosin X (Myo10), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001353142]	46.9
1448153_at	-0.299376367208358	12.0520361382074	-3.29935230125261	0.00237431103625846	0.0314145315874556	-1.6381172140327	28174	ENSMUSG00000000088	Cox5a	protein_coding	Cytochrome c oxidase subunit 5A, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P12787]	42.75
1416608_a_at	0.512487289706282	12.0489219951245	3.31447874468981	0.00228083836286686	0.0308068716788428	-1.60138047787539	1137	ENSMUSG00000052712	BC004004	protein_coding	Bombesin receptor-activated   [Source:UniProtKB/Swiss-Prot;Acc:Q99KU6]	47.85
1435203_at	0.455651634894446	12.0273508286514	3.08346653611364	0.00417972138292092	0.0436745812815577	-2.15339040227277	20123	ENSMUSG00000038886	Man2a2	protein_coding	Alpha-mannosidase 2x  [Source:UniProtKB/Swiss-Prot;Acc:Q8BRK9]	52.85
1451359_at	-0.419301145571547	12.0057686268703	-3.22360665631499	0.00290025855487979	0.0350181408403832	-1.82086744069101	31516	ENSMUSG00000021608	Lpcat1	protein_coding	Lysophosphatidylcholine acyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q3TFD2]	48.35
1435029_at	-0.691904586447283	12.0051157807003	-3.63066169539804	0.000971117668004269	0.0196804677902411	-0.816722389668761	19348	ENSMUSG00000004085	Map3k20	protein_coding	Mitogen-activated protein kinase kinase kinase 20  [Source:UniProtKB/Swiss-Prot;Acc:Q9ESL4]	43.11
1422693_a_at	-0.518864692401127	12.0042431751836	-3.37115129005714	0.00196104001414168	0.0285971782120339	-1.4630518173233	7876	ENSMUSG00000022205	Sub1	protein_coding	Activated RNA polymerase II transcriptional coactivator p15  [Source:UniProtKB/Swiss-Prot;Acc:P11031]	41.46
1448529_at	-0.801725532359784	11.9903450709766	-3.19232888033001	0.00314845026826584	0.0366089484689791	-1.89572675747152	28744	ENSMUSG00000074743	Thbd	protein_coding	thrombomodulin [Source:MGI Symbol;Acc:MGI:98736]	51.36
1438179_s_at	0.331529088972284	11.979383237416	3.06742395579984	0.00435648696395181	0.0448138139100388	-2.19096971663424	22762	ENSMUSG00000024271	Elp2	protein_coding	Elongator complex protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q91WG4]	43.51
1434697_at	-0.355536247363656	11.9736595847835	-3.02513244198047	0.00485708406574643	0.0475435787979601	-2.28953764623049	19482	ENSMUSG00000032097	Ddx6	protein_coding	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 (Ddx6), transcript variant 4, mRNA. [Source:RefSeq mRNA;Acc:NM_001357702]	40.77
1448525_a_at	-0.691384107754466	11.9704295226223	-3.30868164736444	0.00231623648204291	0.0310804994335128	-1.61546887858444	28768	ENSMUSG00000022051	Bnip3l	protein_coding	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like  [Source:UniProtKB/Swiss-Prot;Acc:Q9Z2F7]	43.51
1438385_s_at	0.456123309823571	11.9687183613253	3.19187985929718	0.00315215670269552	0.0366386296098449	-1.89679879992795	22829	ENSMUSG00000031700	Gpt2	protein_coding	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]	48.52
1428709_a_at	-0.563624615318613	11.948997021586	-3.38451154493963	0.00189217786525635	0.0281433761645036	-1.43028568663676	14501	ENSMUSG00000019710	Mrpl24	protein_coding	39S ribosomal protein L24, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9CQ06]	46.24
1416015_s_at	-0.591503932686267	11.9410441248551	-3.62083510374122	0.000997612951809862	0.0200076193639697	-0.841554155511406	146	ENSMUSG00000058355	Abce1	protein_coding	ATP-binding cassette, sub-family E (OABP), member 1 [Source:MGI Symbol;Acc:MGI:1195458]	37.94
1424461_at	0.418029844863295	11.9175944886912	3.5451588746545	0.00122646369362121	0.0223353890289018	-1.0318850686548	9617	ENSMUSG00000025410	Dctn2	protein_coding	Dynactin subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:Q99KJ8]	49.95
1423148_at	-0.499865365322943	11.9050642620305	-4.57570861843614	6.72318802635361e-05	0.00507103406989718	1.66621494480759	8159	ENSMUSG00000036309	Skp1a	protein_coding	S-phase kinase-associated protein 1A [Source:MGI Symbol;Acc:MGI:103575]	40.63
1415794_a_at	-0.455324525686134	11.9006336894209	-3.74356721514317	0.000711656381346518	0.0165315642938249	-0.529575452397808	90	ENSMUSG00000021395	Spin1	protein_coding	Mus musculus spindlin 1 (Spin1), transcript variant 1, mRNA. [Source:RefSeq mRNA;Acc:NM_011462]	43.79
1417308_at	0.396026432199621	11.8945301525203	4.11463590256904	0.000251673460380245	0.00973247787703454	0.43489823153211	2032	ENSMUSG00000032294	Pkm	protein_coding	Pyruvate kinase PKM  [Source:UniProtKB/Swiss-Prot;Acc:P52480]	48.14
1416511_a_at	-0.533228606935943	11.8899968547161	-3.68030824058153	0.000847347896563396	0.01817853028681	-0.6908681233355	916	ENSMUSG00000041598	Cdc42ep4	protein_coding	Cdc42 effector protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q9JM96]	52.16
1428107_at	-0.432029937769542	11.8874805513338	-3.4022155902057	0.00180449940060456	0.0273126208132497	-1.38677660599723	13868	ENSMUSG00000031246	Sh3bgrl	protein_coding	SH3 domain-binding glutamic acid-rich-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9JJU8]	37.5
1455381_at	-0.536254754188034	11.8805293996281	-3.24057932742778	0.00277351609305723	0.0340181550927124	-1.78009586506039	35505	ENSMUSG00000060657	Marf1	protein_coding	Meiosis regulator and mRNA stability factor 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BJ34]	43.38
1416352_s_at	0.416834746501603	11.8657332046858	3.3253954395713	0.00221558198941172	0.0302644829870904	-1.57481891672853	1233	ENSMUSG00000031708	Tecr	protein_coding	trans-2,3-enoyl-CoA reductase [Source:MGI Symbol;Acc:MGI:1915408]	50.02
1438669_at	-0.572142326913038	11.8656638024726	-3.45616008592898	0.00156078478749811	0.025315654557273	-1.25358538463632	23500	ENSMUSG00000028436	Dcaf12	protein_coding	DDB1- and CUL4-associated factor 12  [Source:UniProtKB/Swiss-Prot;Acc:Q8BGZ3]	45.68
1437614_x_at	0.836366012415755	11.8627698194284	3.70386400693839	0.00079411573183863	0.017527741445047	-0.630926997399582	22306	ENSMUSG00000034265	Zdhhc14	protein_coding	zinc finger, DHHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2653229]	46.32
1451230_a_at	-0.610508451618596	11.8178574637816	-3.50948819588635	0.00135120011149024	0.0233955068377168	-1.1210277161546	31233	ENSMUSG00000042712	Tceal9	protein_coding	Transcription elongation factor A protein-like 9  [Source:UniProtKB/Swiss-Prot;Acc:Q9DD24]	48.67
1423332_at	-0.38237619025354	11.8150047799374	-3.5753186230681	0.00112974684132086	0.0214179766842651	-0.956225483401756	8590	ENSMUSG00000028249	Sdcbp	protein_coding	syndecan binding protein [Source:MGI Symbol;Acc:MGI:1337026]	40.67
1422307_at	-0.601267873998758	11.8091379020063	-3.28282032419304	0.00248066398241395	0.0321681294123635	-1.67817678104029	6827	ENSMUSG00000072693	Gm10401	protein_coding		41.68
1425332_at	-0.504376486495214	11.8070532074477	-3.28043949863832	0.00249635102240032	0.0322111445413742	-1.68393802994514	10524	ENSMUSG00000027288	Zfp106	protein_coding	zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]	42.82
1426457_at	-0.57807600406492	11.8040218623744	-4.08099667001243	0.000276815094077013	0.0101660082908007	0.346320312468738	11556	ENSMUSG00000021870	Slmap	protein_coding	Sarcolemmal membrane-associated protein  [Source:UniProtKB/Swiss-Prot;Acc:Q3URD3]	39.36
1420900_a_at	-0.647832668771475	11.798553130562	-3.23379570730256	0.0028235240954005	0.0344320305873437	-1.79640392661625	5273	ENSMUSG00000073639	Rab18	protein_coding	RAB18, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:102790]	38.92
1421964_at	-0.673476915726866	11.7983523156114	-3.86008829253744	0.00051488368091676	0.0141928222981873	-0.229915960252337	6548	ENSMUSG00000038146	Notch3	protein_coding	Neurogenic locus notch homolog protein 3 Notch 3 extracellular truncation Notch 3 intracellular domain [Source:UniProtKB/Swiss-Prot;Acc:Q61982]	49.88
1452718_at	0.322710810523073	11.7956236575607	3.69386858931428	0.000816294910394687	0.0178522347655532	-0.656379365051009	32897	ENSMUSG00000037487	Ubr5	protein_coding	ubiquitin protein ligase E3 component n-recognin 5 [Source:MGI Symbol;Acc:MGI:1918040]	40.96
1448936_at	-0.639435562506646	11.7922612073161	-3.76743621366846	0.000666154978238761	0.0160013247609469	-0.468455095180009	29038	ENSMUSG00000028879	Stx12	protein_coding	Syntaxin-12  [Source:UniProtKB/Swiss-Prot;Acc:Q9ER00]	43
1423106_at	-0.429400924815729	11.7848475133855	-3.26830671968101	0.00257777902476624	0.0327560515932181	-1.71326660945034	7496	ENSMUSG00000020390	Ube2b	protein_coding	ubiquitin-conjugating enzyme E2B [Source:MGI Symbol;Acc:MGI:102944]	43.86
1416271_at	-0.711103814829981	11.7820540797562	-4.28445871764623	0.000155234622258396	0.00751444425276733	0.884971078356071	1186	ENSMUSG00000019851	Perp	protein_coding	p53 apoptosis effector related to PMP-22  [Source:UniProtKB/Swiss-Prot;Acc:Q9JK95]	43.71
1423369_at	-0.46026612450445	11.7732510341418	-3.00297656350494	0.00514062017725699	0.0491539878737717	-2.34088244614633	8431	ENSMUSG00000000838	Fmr1	protein_coding	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]	35.06
1433850_at	-0.363058728716426	11.7679074897887	-3.41935442493177	0.0017233505497997	0.0266561114022843	-1.34456019739706	18482	ENSMUSG00000052144	Ppp4r2	protein_coding	protein phosphatase 4 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]	40.48
1426373_at	-0.610545665328244	11.7586315457782	-4.29764790753842	0.000149492895267481	0.00737134610127151	0.9201128600839	11505	ENSMUSG00000029050	Ski	protein_coding	SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]	50.9
1424468_s_at	0.793044290595857	11.7545544203178	3.28262113308853	0.00248197280797359	0.0321681294123635	-1.67865887049796	9447	ENSMUSG00000048537	Phldb1	protein_coding	Pleckstrin homology-like domain family B member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6PDH0]	53.2
1451747_a_at	-0.691411537404573	11.7502261813304	-3.94705790589355	0.000403689465508079	0.0123135412406217	-0.00424863838240963	31936	ENSMUSG00000032905	Atg12	protein_coding	Ubiquitin-like protein ATG12  [Source:UniProtKB/Swiss-Prot;Acc:Q9CQY1]	40.72
1417407_at	-0.391229190295229	11.7426125162858	-3.11366133505536	0.003865331350927	0.0414814454372041	-2.08238267401958	2098	ENSMUSG00000030019	Fbxl14	protein_coding	F-box/LRR-repeat protein 14  [Source:UniProtKB/Swiss-Prot;Acc:Q8BID8]	54.91
1450519_a_at	-0.382971294887277	11.7382047341412	-2.99815006941695	0.00520442978054582	0.0495700862871123	-2.35204039536364	30732	ENSMUSG00000005469	Prkaca	protein_coding	protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]	50.11
1427296_at	-0.661971206362086	11.7328554606633	-3.80022705970429	0.000608233492128252	0.0154826390651678	-0.384263357249915	12515	ENSMUSG00000038014	Fam120a	protein_coding	Constitutive coactivator of PPAR-gamma-like protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6A0A9]	43.89
1436934_s_at	0.549037182764248	11.7300753009345	3.30793835518602	0.00232081306168187	0.0311009561943135	-1.61727442900409	21490	ENSMUSG00000022477	Aco2	protein_coding	aconitase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:87880]	46.81
1417179_at	-0.74409080090706	11.7290192571831	-3.54913033211979	0.0012132847739071	0.0222499092432482	-1.02193714809021	2344	ENSMUSG00000028152	Tspan5	protein_coding	tetraspanin 5 [Source:MGI Symbol;Acc:MGI:1928096]	45.93
1437734_at	-0.805511522619382	11.7272900157383	-3.41517856502074	0.0017427926076985	0.0268131682448962	-1.35485485629766	22338	ENSMUSG00000019907	Ppp1r12a	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 12A [Source:MGI Symbol;Acc:MGI:1309528]	38.87
1426644_at	-0.405802282503991	11.7254458453596	-3.68824970777377	0.000829025669146855	0.0180067371964059	-0.670675968853598	12126	ENSMUSG00000027465	Tbc1d20	protein_coding	TBC1 domain family member 20  [Source:UniProtKB/Swiss-Prot;Acc:Q9D9I4]	46.96
1419267_at	-0.477454212886128	11.717696833757	-3.24354385107292	0.0027519288249418	0.0338726262579225	-1.77296383438543	4167	ENSMUSG00000020248	Nfyb	protein_coding	Nuclear transcription factor Y subunit beta  [Source:UniProtKB/Swiss-Prot;Acc:P63139]	45.75
1452980_at	0.974611828089056	11.7163768654706	2.99529718599712	0.00524249832036778	0.0497090278182379	-2.35863113481976	33384	ENSMUSG00000091475	2810468N07Rik	processed_transcript	RIKEN cDNA 2810468N07 gene [Source:MGI Symbol;Acc:MGI:1920084]	54.95
1428967_at	-1.06346666910464	11.7123609363561	-3.85453647368975	0.000522917459574255	0.0142656734783337	-0.244265409399854	14066	ENSMUSG00000005533	Igf1r	protein_coding	insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]	46.28
1433749_at	-0.486535144729739	11.7055059556189	-3.18216052308194	0.00323341222846075	0.0371627910092565	-1.91998539934083	18488	ENSMUSG00000020611	Gna13	protein_coding	guanine nucleotide binding protein, alpha 13 [Source:MGI Symbol;Acc:MGI:95768]	44.87
1459713_s_at	-0.577798051008436	11.702080969889	-4.19296004231025	0.000201497442710459	0.00857714650572471	0.641899204427987	38216	ENSMUSG00000031075	Ano1	protein_coding	Anoctamin-1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BHY3]	49.65
1434141_at	-0.456065848464659	11.6981896769384	-3.29325650487068	0.0024130077588249	0.0315934653567737	-1.65289936087005	18791	ENSMUSG00000033910	Gucy1a1	protein_coding	guanylate cyclase 1, soluble, alpha 1 [Source:MGI Symbol;Acc:MGI:1926562]	39.79
1415966_a_at	0.523425528453298	11.6965705018804	3.38014200286025	0.00191443980517949	0.0283021582930515	-1.44100846873389	83	ENSMUSG00000037916	Ndufv1	protein_coding	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q91YT0]	51.96
1415800_at	-0.656967225962564	11.672866740054	-3.32631777573212	0.00221015135281351	0.0302384128429957	-1.57257290489947	264	ENSMUSG00000050953	Gja1	protein_coding	gap junction protein, alpha 1 [Source:MGI Symbol;Acc:MGI:95713]	42.42
1448299_at	-0.533974282246371	11.6701867301252	-3.33840166041187	0.00214017133259565	0.029847517161217	-1.54312036252977	28089	ENSMUSG00000024935	Slc1a1	protein_coding	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 [Source:MGI Symbol;Acc:MGI:105083]	44.3
1449712_s_at	0.323287760974083	11.6690565852665	3.0706071550777	0.00432085817028076	0.0446207646169969	-2.18352135767919	29796	ENSMUSG00000019210	Atp6v1e1	protein_coding	ATPase, H+ transporting, lysosomal V1 subunit E1 [Source:MGI Symbol;Acc:MGI:894326]	46.87
1449335_at	-0.800454062477558	11.6645579296195	-6.27885931519212	4.74822556415365e-07	0.000266451744205144	6.30217011455047	29225	ENSMUSG00000020044	Timp3	protein_coding	tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754]	47.36
1448270_at	-0.568266468295896	11.6635843925041	-4.16604331553943	0.000217520158141167	0.00900567486541427	0.570645275520593	28110	ENSMUSG00000020075	Ddx21	protein_coding	Nucleolar RNA helicase 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9JIK5]	45.34
1423532_at	-0.490818182384466	11.6608393615837	-3.18501219836856	0.00320936690405485	0.0370864068552627	-1.91318605406296	8559	ENSMUSG00000034928	Rnf44	protein_coding	RING finger protein 44  [Source:UniProtKB/Swiss-Prot;Acc:Q3UHJ8]	53.66
1451130_at	-0.430500220652695	11.6581504947092	-3.3109864878714	0.00230210010630343	0.0309496989312724	-1.60986892124731	31168	ENSMUSG00000002395	Use1	protein_coding	unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]	54.63
1428131_a_at	-0.276071772457314	11.654281093574	-3.15793975114595	0.0034446815238782	0.0385314443587194	-1.97761251392312	13703	ENSMUSG00000046722	Cdc42se1	protein_coding	CDC42 small effector protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q8BHL7]	52.45
1448708_at	-0.490572716917743	11.6483828177223	-3.13667259983242	0.00364097091524882	0.0400759207673228	-2.02802847773892	28670	ENSMUSG00000018160	Med1	protein_coding	Mediator of RNA polymerase II transcription subunit 1  [Source:UniProtKB/Swiss-Prot;Acc:Q925J9]	42.58
1460446_at	-0.39595574858696	11.6476753667255	-3.03003798918393	0.00479634011230727	0.0472664182858918	-2.27814187593387	38684	ENSMUSG00000023147	Wrb	protein_coding	tryptophan rich basic protein [Source:MGI Symbol;Acc:MGI:2136882]	50.1
1433852_at	0.510443558507319	11.6462480096162	3.4647254860416	0.00152512843282545	0.0250172497601676	-1.23235301110462	18666	ENSMUSG00000036333	Kidins220	protein_coding	kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730]	42.09
1424133_at	0.440266522635859	11.6462273323112	3.12557656807659	0.00374756498803146	0.0407107450672606	-2.05426372446815	9433	ENSMUSG00000035413	Tmem98	protein_coding	Transmembrane protein 98  [Source:UniProtKB/Swiss-Prot;Acc:Q91X86]	49.44
1423296_at	-0.390878119784261	11.6316886852144	-3.50230802557351	0.00137774870251166	0.0235042888364473	-1.13892567677122	8185	ENSMUSG00000030591	Psmd8	protein_coding	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:MGI Symbol;Acc:MGI:1888669]	50.66
